"","ID","habitacao","tempo_res_atual","patrimonio","telefone","proposito","reserva","n_corresponsaveis","classe"
"475",475,"própria",2,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","< 100",1,"Ruim"
"476",476,"alugada",4,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","< 100",1,"Ruim"
"477",477,"própria",4,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (usado)","500 - 1000",1,"Bom"
"478",478,"própria",2,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","< 100",1,"Bom"
"479",479,"própria",4,"imobiliária","Nenhum","negócios","100 - 500",1,"Bom"
"480",480,"própria",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","móveis/equipamentos","< 100",2,"Bom"
"481",481,"própria",1,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Bom"
"482",482,"própria",1,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","carro (novo)","< 100",1,"Bom"
"483",483,"alugada",4,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","móveis/equipamentos","> 1000",1,"Bom"
"484",484,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","> 1000",1,"Bom"
"485",485,"própria",4,"imobiliária","Sim, registrado em nome do cliente","carro (novo)","500 - 1000",1,"Bom"
"486",486,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","carro (novo)","< 100",1,"Ruim"
"487",487,"própria",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","rádio/televisão","< 100",1,"Bom"
"488",488,"de graça",4,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","carro (novo)","< 100",1,"Bom"
"489",489,"alugada",2,"imobiliária","Nenhum","carro (novo)","100 - 500",1,"Bom"
"490",490,"alugada",3,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","carro (novo)","< 100",1,"Bom"
"491",491,"própria",2,"desconhecido/sem propriedade","Nenhum","rádio/televisão","< 100",1,"Bom"
"492",492,"de graça",4,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","negócios","< 100",1,"Ruim"
"493",493,"própria",1,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","rádio/televisão","100 - 500",1,"Bom"
"494",494,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","rádio/televisão","desconhecido/semcontapoupança",1,"Bom"
"495",495,"alugada",2,"imobiliária","Nenhum","carro (novo)","< 100",2,"Bom"
"496",496,"própria",4,"carro ou outro, não em conta poupança/títulos","Nenhum","móveis/equipamentos","desconhecido/semcontapoupança",1,"Ruim"
"497",497,"alugada",1,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","móveis/equipamentos","100 - 500",1,"Ruim"
"498",498,"própria",3,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","< 100",1,"Bom"
"499",499,"própria",2,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Bom"
"500",500,"própria",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (novo)","100 - 500",2,"Bom"
"501",501,"própria",1,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","carro (novo)","< 100",1,"Ruim"
"502",502,"de graça",4,"desconhecido/sem propriedade","Nenhum","carro (usado)","< 100",2,"Bom"
"503",503,"própria",4,"imobiliária","Nenhum","rádio/televisão","100 - 500",1,"Bom"
"504",504,"própria",4,"desconhecido/sem propriedade","Nenhum","rádio/televisão","100 - 500",2,"Ruim"
"505",505,"alugada",4,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","carro (novo)","< 100",1,"Ruim"
"506",506,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","carro (novo)","desconhecido/semcontapoupança",1,"Ruim"
"507",507,"própria",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (usado)","500 - 1000",1,"Bom"
"508",508,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","carro (novo)","100 - 500",2,"Ruim"
"509",509,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","rádio/televisão","< 100",1,"Bom"
"510",510,"própria",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (usado)","100 - 500",1,"Bom"
"511",511,"própria",2,"imobiliária","Nenhum","carro (novo)","< 100",1,"Ruim"
"512",512,"de graça",2,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","carro (usado)","< 100",1,"Bom"
"513",513,"alugada",4,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","negócios","< 100",1,"Bom"
"514",514,"alugada",4,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Bom"
"515",515,"própria",1,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","carro (novo)","desconhecido/semcontapoupança",1,"Bom"
"516",516,"própria",3,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","carro (novo)","< 100",1,"Bom"
"517",517,"própria",4,"imobiliária","Nenhum","carro (novo)","< 100",2,"Bom"
"518",518,"alugada",4,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","móveis/equipamentos","< 100",1,"Ruim"
"519",519,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","carro (novo)","100 - 500",1,"Bom"
"520",520,"de graça",4,"desconhecido/sem propriedade","Nenhum","rádio/televisão","desconhecido/semcontapoupança",1,"Bom"
"521",521,"de graça",4,"desconhecido/sem propriedade","Nenhum","reparos","< 100",1,"Bom"
"522",522,"própria",2,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Ruim"
"523",523,"de graça",4,"desconhecido/sem propriedade","Nenhum","móveis/equipamentos","< 100",2,"Ruim"
"524",524,"própria",4,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (usado)","100 - 500",1,"Bom"
"525",525,"própria",4,"imobiliária","Nenhum","rádio/televisão","< 100",2,"Bom"
"526",526,"própria",3,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (usado)","< 100",1,"Bom"
"527",527,"própria",3,"carro ou outro, não em conta poupança/títulos","Nenhum","educação","100 - 500",1,"Bom"
"528",528,"própria",1,"imobiliária","Nenhum","rádio/televisão","< 100",2,"Bom"
"529",529,"alugada",4,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","< 100",1,"Ruim"
"530",530,"própria",4,"imobiliária","Sim, registrado em nome do cliente","carro (novo)","< 100",2,"Bom"
"531",531,"própria",1,"carro ou outro, não em conta poupança/títulos","Nenhum","educação","< 100",2,"Bom"
"532",532,"alugada",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (novo)","100 - 500",1,"Ruim"
"533",533,"alugada",4,"imobiliária","Nenhum","carro (usado)","< 100",1,"Bom"
"534",534,"própria",3,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","rádio/televisão","100 - 500",1,"Bom"
"535",535,"própria",2,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","desconhecido/semcontapoupança",1,"Bom"
"536",536,"alugada",1,"carro ou outro, não em conta poupança/títulos","Nenhum","educação","< 100",1,"Ruim"
"537",537,"própria",3,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","carro (novo)","desconhecido/semcontapoupança",1,"Bom"
"538",538,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","móveis/equipamentos","< 100",1,"Bom"
"539",539,"de graça",4,"desconhecido/sem propriedade","Nenhum","carro (novo)","< 100",1,"Ruim"
"540",540,"própria",1,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","< 100",1,"Bom"
"541",541,"alugada",1,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Ruim"
"542",542,"de graça",4,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","carro (novo)","< 100",1,"Bom"
"543",543,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","desconhecido/semcontapoupança",1,"Ruim"
"544",544,"própria",1,"imobiliária","Nenhum","móveis/equipamentos","< 100",2,"Ruim"
"545",545,"própria",4,"imobiliária","Nenhum","carro (novo)","< 100",1,"Bom"
"546",546,"de graça",2,"imobiliária","Nenhum","carro (novo)","< 100",2,"Ruim"
"547",547,"própria",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (novo)","< 100",1,"Bom"
"548",548,"própria",1,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","< 100",2,"Bom"
"549",549,"própria",4,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Ruim"
"550",550,"de graça",1,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","carro (usado)","desconhecido/semcontapoupança",1,"Bom"
"551",551,"própria",4,"imobiliária","Nenhum","reparos","desconhecido/semcontapoupança",1,"Bom"
"552",552,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","rádio/televisão","500 - 1000",2,"Bom"
"553",553,"própria",1,"imobiliária","Sim, registrado em nome do cliente","rádio/televisão","< 100",1,"Ruim"
"554",554,"própria",1,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (novo)","100 - 500",1,"Bom"
"555",555,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","educação","< 100",1,"Bom"
"556",556,"própria",1,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","< 100",1,"Ruim"
"557",557,"própria",3,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (novo)","100 - 500",1,"Ruim"
"558",558,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","carro (novo)","desconhecido/semcontapoupança",1,"Ruim"
"559",559,"própria",4,"carro ou outro, não em conta poupança/títulos","Nenhum","móveis/equipamentos","< 100",1,"Ruim"
"560",560,"própria",2,"imobiliária","Nenhum","móveis/equipamentos","< 100",1,"Ruim"
"561",561,"de graça",4,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","carro (usado)","desconhecido/semcontapoupança",2,"Bom"
"562",562,"alugada",4,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","< 100",1,"Ruim"
"563",563,"própria",1,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","rádio/televisão","< 100",1,"Bom"
"564",564,"de graça",4,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","carro (novo)","desconhecido/semcontapoupança",1,"Ruim"
"565",565,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","negócios","desconhecido/semcontapoupança",1,"Bom"
"566",566,"alugada",2,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","rádio/televisão","100 - 500",1,"Bom"
"567",567,"própria",3,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (novo)","< 100",1,"Ruim"
"568",568,"própria",2,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","> 1000",1,"Bom"
"569",569,"própria",1,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","rádio/televisão","desconhecido/semcontapoupança",2,"Bom"
"570",570,"própria",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","rádio/televisão","< 100",1,"Ruim"
"571",571,"alugada",4,"imobiliária","Sim, registrado em nome do cliente","móveis/equipamentos","< 100",1,"Ruim"
"572",572,"própria",2,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","< 100",1,"Bom"
"573",573,"alugada",4,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","carro (usado)","desconhecido/semcontapoupança",1,"Bom"
"574",574,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","negócios","< 100",1,"Bom"
"575",575,"própria",4,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","< 100",1,"Bom"
"576",576,"própria",3,"carro ou outro, não em conta poupança/títulos","Nenhum","móveis/equipamentos","< 100",1,"Bom"
"577",577,"própria",1,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Bom"
"578",578,"própria",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","educação","desconhecido/semcontapoupança",1,"Bom"
"579",579,"própria",4,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (novo)","< 100",1,"Ruim"
"580",580,"própria",3,"carro ou outro, não em conta poupança/títulos","Nenhum","reciclagem","< 100",1,"Bom"
"581",581,"própria",3,"imobiliária","Nenhum","carro (novo)","< 100",1,"Ruim"
"582",582,"própria",3,"imobiliária","Nenhum","carro (novo)","< 100",2,"Bom"
"583",583,"alugada",2,"imobiliária","Nenhum","móveis/equipamentos","< 100",1,"Bom"
"584",584,"alugada",1,"desconhecido/sem propriedade","Nenhum","reparos","< 100",1,"Ruim"
"585",585,"de graça",4,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","carro (novo)","desconhecido/semcontapoupança",1,"Bom"
"586",586,"alugada",4,"imobiliária","Nenhum","móveis/equipamentos","< 100",1,"Ruim"
"587",587,"alugada",2,"imobiliária","Nenhum","carro (novo)","< 100",2,"Bom"
"588",588,"própria",1,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","< 100",1,"Bom"
"589",589,"própria",3,"imobiliária","Sim, registrado em nome do cliente","eletrodomésticos","< 100",1,"Ruim"
"590",590,"própria",3,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","< 100",1,"Ruim"
"591",591,"própria",3,"imobiliária","Sim, registrado em nome do cliente","rádio/televisão","< 100",1,"Bom"
"592",592,"alugada",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (novo)","desconhecido/semcontapoupança",1,"Bom"
"593",593,"própria",4,"imobiliária","Nenhum","negócios","> 1000",1,"Bom"
"594",594,"alugada",4,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","carro (novo)","< 100",1,"Ruim"
"595",595,"própria",3,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (usado)","desconhecido/semcontapoupança",1,"Ruim"
"596",596,"própria",1,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","carro (novo)","100 - 500",1,"Ruim"
"597",597,"alugada",4,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (novo)","< 100",1,"Ruim"
"598",598,"própria",4,"imobiliária","Sim, registrado em nome do cliente","negócios","< 100",1,"Ruim"
"599",599,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","carro (novo)","< 100",1,"Ruim"
"600",600,"de graça",2,"desconhecido/sem propriedade","Nenhum","negócios","< 100",1,"Bom"
"601",601,"própria",1,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Bom"
"602",602,"própria",1,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","< 100",1,"Ruim"
"603",603,"de graça",4,"desconhecido/sem propriedade","Nenhum","educação","< 100",1,"Ruim"
"604",604,"própria",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","móveis/equipamentos","< 100",1,"Ruim"
"605",605,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","< 100",1,"Bom"
"606",606,"própria",4,"imobiliária","Sim, registrado em nome do cliente","móveis/equipamentos","500 - 1000",1,"Bom"
"607",607,"própria",2,"imobiliária","Sim, registrado em nome do cliente","negócios","< 100",1,"Bom"
"608",608,"de graça",4,"desconhecido/sem propriedade","Nenhum","rádio/televisão","100 - 500",1,"Ruim"
"609",609,"própria",1,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Bom"
"610",610,"de graça",4,"desconhecido/sem propriedade","Nenhum","carro (usado)","desconhecido/semcontapoupança",2,"Bom"
"611",611,"própria",3,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","eletrodomésticos","100 - 500",1,"Ruim"
"612",612,"de graça",4,"desconhecido/sem propriedade","Nenhum","carro (novo)","100 - 500",2,"Ruim"
"613",613,"própria",2,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","> 1000",1,"Bom"
"614",614,"alugada",4,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (usado)","< 100",1,"Bom"
"615",615,"própria",1,"imobiliária","Nenhum","móveis/equipamentos","< 100",1,"Ruim"
"616",616,"própria",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","negócios","desconhecido/semcontapoupança",1,"Bom"
"617",617,"de graça",2,"desconhecido/sem propriedade","Nenhum","rádio/televisão","desconhecido/semcontapoupança",1,"Bom"
"618",618,"alugada",3,"imobiliária","Nenhum","carro (novo)","< 100",2,"Bom"
"619",619,"alugada",4,"carro ou outro, não em conta poupança/títulos","Nenhum","móveis/equipamentos","100 - 500",1,"Ruim"
"620",620,"própria",2,"imobiliária","Nenhum","carro (novo)","< 100",1,"Bom"
"621",621,"própria",3,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","negócios","< 100",1,"Bom"
"622",622,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","carro (novo)","< 100",1,"Ruim"
"623",623,"própria",2,"imobiliária","Nenhum","negócios","desconhecido/semcontapoupança",1,"Ruim"
"624",624,"alugada",1,"carro ou outro, não em conta poupança/títulos","Nenhum","móveis/equipamentos","< 100",1,"Bom"
"625",625,"de graça",4,"desconhecido/sem propriedade","Nenhum","rádio/televisão","< 100",1,"Ruim"
"626",626,"própria",2,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","desconhecido/semcontapoupança",1,"Bom"
"627",627,"própria",2,"imobiliária","Sim, registrado em nome do cliente","móveis/equipamentos","< 100",1,"Bom"
"628",628,"própria",3,"desconhecido/sem propriedade","Nenhum","carro (novo)","100 - 500",1,"Ruim"
"629",629,"própria",4,"imobiliária","Sim, registrado em nome do cliente","móveis/equipamentos","500 - 1000",1,"Bom"
"630",630,"própria",4,"imobiliária","Nenhum","educação","desconhecido/semcontapoupança",1,"Bom"
"631",631,"própria",4,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","< 100",1,"Bom"
"632",632,"própria",3,"carro ou outro, não em conta poupança/títulos","Nenhum","móveis/equipamentos","< 100",1,"Ruim"
"633",633,"própria",1,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","rádio/televisão","desconhecido/semcontapoupança",1,"Bom"
"634",634,"alugada",2,"carro ou outro, não em conta poupança/títulos","Nenhum","móveis/equipamentos","< 100",1,"Ruim"
"635",635,"própria",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (novo)","< 100",1,"Ruim"
"636",636,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","educação","< 100",2,"Bom"
"637",637,"própria",1,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","500 - 1000",1,"Bom"
"638",638,"própria",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","rádio/televisão","< 100",1,"Bom"
"639",639,"própria",3,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","< 100",2,"Bom"
"640",640,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","rádio/televisão","< 100",2,"Ruim"
"641",641,"própria",1,"imobiliária","Nenhum","educação","< 100",1,"Ruim"
"642",642,"própria",4,"carro ou outro, não em conta poupança/títulos","Nenhum","reparos","< 100",1,"Bom"
"643",643,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","educação","100 - 500",1,"Ruim"
"644",644,"própria",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","rádio/televisão","< 100",1,"Bom"
"645",645,"própria",1,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","rádio/televisão","< 100",1,"Bom"
"646",646,"alugada",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","negócios","desconhecido/semcontapoupança",1,"Ruim"
"647",647,"própria",2,"imobiliária","Nenhum","móveis/equipamentos","< 100",1,"Bom"
"648",648,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","carro (novo)","500 - 1000",1,"Ruim"
"649",649,"de graça",3,"desconhecido/sem propriedade","Nenhum","carro (novo)","< 100",2,"Ruim"
"650",650,"alugada",4,"carro ou outro, não em conta poupança/títulos","Nenhum","educação","< 100",2,"Ruim"
"651",651,"de graça",1,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","educação","< 100",1,"Bom"
"652",652,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","< 100",1,"Ruim"
"653",653,"própria",1,"imobiliária","Nenhum","carro (novo)","< 100",1,"Ruim"
"654",654,"própria",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (novo)","100 - 500",1,"Ruim"
"655",655,"própria",3,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (usado)","< 100",1,"Bom"
"656",656,"de graça",4,"desconhecido/sem propriedade","Nenhum","carro (novo)","< 100",1,"Bom"
"657",657,"própria",4,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (novo)","< 100",2,"Ruim"
"658",658,"própria",3,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","rádio/televisão","desconhecido/semcontapoupança",1,"Bom"
"659",659,"própria",1,"carro ou outro, não em conta poupança/títulos","Nenhum","negócios","< 100",1,"Bom"
"660",660,"própria",1,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","móveis/equipamentos","< 100",1,"Bom"
"661",661,"alugada",4,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Bom"
"662",662,"própria",2,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (novo)","desconhecido/semcontapoupança",1,"Ruim"
"663",663,"própria",2,"imobiliária","Nenhum","móveis/equipamentos","< 100",1,"Bom"
"664",664,"própria",1,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","móveis/equipamentos","< 100",1,"Bom"
"665",665,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","educação","< 100",1,"Bom"
"666",666,"própria",2,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","carro (usado)","< 100",1,"Bom"
"667",667,"própria",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","móveis/equipamentos","> 1000",2,"Bom"
"668",668,"própria",1,"imobiliária","Nenhum","negócios","< 100",1,"Bom"
"669",669,"alugada",4,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","carro (novo)","< 100",1,"Ruim"
"670",670,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","rádio/televisão","< 100",1,"Bom"
"671",671,"própria",3,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","negócios","100 - 500",1,"Bom"
"672",672,"própria",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","negócios","100 - 500",1,"Bom"
"673",673,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","carro (novo)","< 100",1,"Bom"
"674",674,"própria",2,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (novo)","500 - 1000",1,"Bom"
"675",675,"própria",2,"imobiliária","Nenhum","negócios","500 - 1000",2,"Ruim"
"676",676,"alugada",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","rádio/televisão","< 100",1,"Bom"
"677",677,"própria",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","móveis/equipamentos","< 100",1,"Bom"
"678",678,"própria",2,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","100 - 500",1,"Ruim"
"679",679,"alugada",4,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Bom"
"680",680,"própria",1,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Bom"
"681",681,"própria",2,"desconhecido/sem propriedade","Nenhum","educação","< 100",1,"Bom"
"682",682,"de graça",4,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","rádio/televisão","desconhecido/semcontapoupança",1,"Bom"
"683",683,"própria",3,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Bom"
"684",684,"de graça",3,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","rádio/televisão","< 100",1,"Bom"
"685",685,"própria",3,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","negócios","100 - 500",2,"Bom"
"686",686,"de graça",4,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","carro (novo)","desconhecido/semcontapoupança",2,"Bom"
"687",687,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","rádio/televisão","desconhecido/semcontapoupança",1,"Bom"
"688",688,"de graça",3,"desconhecido/sem propriedade","Nenhum","carro (novo)","100 - 500",1,"Bom"
"689",689,"própria",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","rádio/televisão","100 - 500",1,"Bom"
"690",690,"própria",3,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","carro (novo)","> 1000",2,"Bom"
"691",691,"própria",3,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","< 100",1,"Bom"
"692",692,"própria",2,"imobiliária","Nenhum","reparos","100 - 500",1,"Bom"
"693",693,"própria",1,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","100 - 500",1,"Bom"
"694",694,"própria",3,"imobiliária","Nenhum","carro (novo)","desconhecido/semcontapoupança",2,"Bom"
"695",695,"própria",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","rádio/televisão","< 100",1,"Bom"
"696",696,"alugada",4,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","carro (usado)","500 - 1000",1,"Bom"
"697",697,"própria",3,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Bom"
"698",698,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","carro (novo)","< 100",1,"Bom"
"699",699,"própria",2,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","< 100",1,"Bom"
"700",700,"alugada",4,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","educação","< 100",1,"Bom"
"701",701,"alugada",4,"carro ou outro, não em conta poupança/títulos","Nenhum","móveis/equipamentos","500 - 1000",1,"Ruim"
"702",702,"de graça",4,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","carro (usado)","< 100",1,"Ruim"
"703",703,"de graça",2,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","rádio/televisão","100 - 500",1,"Bom"
"704",704,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","negócios","100 - 500",1,"Bom"
"705",705,"própria",1,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","negócios","< 100",2,"Bom"
"706",706,"de graça",4,"desconhecido/sem propriedade","Nenhum","carro (novo)","500 - 1000",1,"Bom"
"707",707,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","carro (novo)","100 - 500",1,"Ruim"
"708",708,"alugada",3,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","< 100",1,"Ruim"
"709",709,"própria",4,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Bom"
"710",710,"própria",2,"imobiliária","Nenhum","rádio/televisão","< 100",2,"Bom"
"711",711,"própria",3,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","rádio/televisão","500 - 1000",1,"Bom"
"712",712,"de graça",4,"desconhecido/sem propriedade","Nenhum","educação","< 100",1,"Ruim"
