"","ID","status_conta","duracao_mes","hist_credito","qtdd_credito","percen_tx_rendim_disp","dev_fiadores","outros_par","n_creditos","classe"
"593",593,"Inexistente",21,"Pago em dia",1572,4,"nenhum","banco",1,"Bom"
"594",594,"Regular",24,"Pago em dia",2718,3,"nenhum","nenhum",1,"Ruim"
"595",595,"Negativo",24,"Quitados",1358,4,"nenhum","lojas",1,"Ruim"
"596",596,"Regular",6,"Quitados",931,1,"nenhum","lojas",1,"Ruim"
"597",597,"Negativo",24,"Pago em dia",1442,4,"nenhum","nenhum",2,"Ruim"
"598",598,"Regular",24,"Quitados",4241,1,"nenhum","nenhum",3,"Ruim"
"599",599,"Inexistente",18,"Pendente (outros bancos)",2775,2,"nenhum","banco",2,"Ruim"
"600",600,"Inexistente",24,"Pago mas já esteve em atraso",3863,1,"nenhum","nenhum",1,"Bom"
"601",601,"Regular",7,"Pago em dia",2329,1,"fiador","nenhum",1,"Bom"
"602",602,"Regular",9,"Pago em dia",918,4,"nenhum","nenhum",1,"Ruim"
"603",603,"Regular",24,"Quitados",1837,4,"nenhum","banco",1,"Ruim"
"604",604,"Inexistente",36,"Pago em dia",3349,4,"nenhum","nenhum",1,"Ruim"
"605",605,"Alto",10,"Pago em dia",1275,4,"nenhum","nenhum",1,"Bom"
"606",606,"Negativo",24,"Quitados",2828,4,"nenhum","lojas",1,"Bom"
"607",607,"Inexistente",24,"Pendente (outros bancos)",4526,3,"nenhum","nenhum",1,"Bom"
"608",608,"Regular",36,"Pago em dia",2671,4,"co-requerente","nenhum",1,"Ruim"
"609",609,"Inexistente",18,"Pago em dia",2051,4,"nenhum","nenhum",1,"Bom"
"610",610,"Inexistente",15,"Pago em dia",1300,4,"nenhum","banco",1,"Bom"
"611",611,"Negativo",12,"Pago em dia",741,4,"nenhum","nenhum",1,"Ruim"
"612",612,"Alto",10,"Pago em dia",1240,1,"nenhum","nenhum",1,"Ruim"
"613",613,"Negativo",21,"Pago em dia",3357,4,"nenhum","banco",1,"Bom"
"614",614,"Negativo",24,"Quitados",3632,1,"fiador","banco",1,"Bom"
"615",615,"Inexistente",18,"Pago mas já esteve em atraso",1808,4,"nenhum","nenhum",1,"Ruim"
"616",616,"Regular",48,"Quitados",12204,2,"nenhum","banco",1,"Bom"
"617",617,"Regular",60,"Pago mas já esteve em atraso",9157,2,"nenhum","nenhum",1,"Bom"
"618",618,"Negativo",6,"Pendente (outros bancos)",3676,1,"nenhum","nenhum",3,"Bom"
"619",619,"Regular",30,"Pago em dia",3441,2,"co-requerente","nenhum",1,"Ruim"
"620",620,"Inexistente",12,"Pago em dia",640,4,"nenhum","nenhum",1,"Bom"
"621",621,"Regular",21,"Pendente (outros bancos)",3652,2,"nenhum","nenhum",2,"Bom"
"622",622,"Inexistente",18,"Pendente (outros bancos)",1530,3,"nenhum","banco",2,"Ruim"
"623",623,"Inexistente",48,"Pago em dia",3914,4,"nenhum","banco",1,"Ruim"
"624",624,"Negativo",12,"Pago em dia",1858,4,"nenhum","nenhum",1,"Bom"
"625",625,"Negativo",18,"Pago em dia",2600,4,"nenhum","nenhum",2,"Ruim"
"626",626,"Inexistente",15,"Pago em dia",1979,4,"nenhum","nenhum",1,"Bom"
"627",627,"Alto",6,"Pago em dia",2116,2,"nenhum","nenhum",1,"Bom"
"628",628,"Regular",9,"Quitados",1437,2,"nenhum","nenhum",1,"Ruim"
"629",629,"Inexistente",42,"Pendente (outros bancos)",4042,4,"nenhum","nenhum",2,"Bom"
"630",630,"Inexistente",9,"Pago em dia",3832,1,"nenhum","nenhum",1,"Bom"
"631",631,"Negativo",24,"Pago em dia",3660,2,"nenhum","nenhum",1,"Bom"
"632",632,"Negativo",18,"Quitados",1553,4,"nenhum","banco",1,"Ruim"
"633",633,"Regular",15,"Pago em dia",1444,4,"nenhum","nenhum",1,"Bom"
"634",634,"Inexistente",9,"Pago em dia",1980,2,"co-requerente","nenhum",2,"Ruim"
"635",635,"Regular",24,"Pago em dia",1355,3,"nenhum","nenhum",1,"Ruim"
"636",636,"Inexistente",12,"Pago em dia",1393,4,"nenhum","banco",3,"Bom"
"637",637,"Inexistente",24,"Pago em dia",1376,4,"nenhum","nenhum",1,"Bom"
"638",638,"Inexistente",60,"Pago mas já esteve em atraso",15653,2,"nenhum","nenhum",2,"Bom"
"639",639,"Inexistente",12,"Pago em dia",1493,4,"nenhum","nenhum",1,"Bom"
"640",640,"Negativo",42,"Pago mas já esteve em atraso",4370,3,"nenhum","banco",2,"Ruim"
"641",641,"Negativo",18,"Pago em dia",750,4,"nenhum","nenhum",1,"Ruim"
"642",642,"Regular",15,"Pago em dia",1308,4,"nenhum","nenhum",2,"Bom"
"643",643,"Inexistente",15,"Pago em dia",4623,3,"nenhum","nenhum",1,"Ruim"
"644",644,"Inexistente",24,"Pendente (outros bancos)",1851,4,"fiador","nenhum",2,"Bom"
"645",645,"Negativo",18,"Pendente (outros bancos)",1880,4,"nenhum","nenhum",2,"Bom"
"646",646,"Inexistente",36,"Pago mas já esteve em atraso",7980,4,"nenhum","nenhum",2,"Ruim"
"647",647,"Negativo",30,"Quitados",4583,2,"fiador","nenhum",2,"Bom"
"648",648,"Inexistente",12,"Pago em dia",1386,2,"nenhum","nenhum",1,"Ruim"
"649",649,"Alto",24,"Pago em dia",947,4,"nenhum","banco",1,"Ruim"
"650",650,"Negativo",12,"Pago em dia",684,4,"nenhum","nenhum",1,"Ruim"
"651",651,"Negativo",48,"Pago em dia",7476,4,"nenhum","nenhum",1,"Bom"
"652",652,"Regular",12,"Pago em dia",1922,4,"nenhum","nenhum",1,"Ruim"
"653",653,"Negativo",24,"Pago em dia",2303,4,"co-requerente","nenhum",1,"Ruim"
"654",654,"Regular",36,"Pago mas já esteve em atraso",8086,2,"nenhum","nenhum",4,"Ruim"
"655",655,"Inexistente",24,"Pendente (outros bancos)",2346,4,"nenhum","nenhum",2,"Bom"
"656",656,"Negativo",14,"Pago em dia",3973,1,"nenhum","nenhum",1,"Bom"
"657",657,"Regular",12,"Pago em dia",888,4,"nenhum","banco",1,"Ruim"
"658",658,"Inexistente",48,"Pago em dia",10222,4,"nenhum","lojas",1,"Bom"
"659",659,"Regular",30,"Quitados",4221,2,"nenhum","nenhum",2,"Bom"
"660",660,"Regular",18,"Pendente (outros bancos)",6361,2,"nenhum","nenhum",1,"Bom"
"661",661,"Alto",12,"Pago em dia",1297,3,"nenhum","nenhum",1,"Bom"
"662",662,"Negativo",12,"Pago em dia",900,4,"nenhum","nenhum",1,"Ruim"
"663",663,"Inexistente",21,"Pago em dia",2241,4,"nenhum","nenhum",2,"Bom"
"664",664,"Regular",6,"Pago mas já esteve em atraso",1050,4,"nenhum","lojas",2,"Bom"
"665",665,"Alto",6,"Pendente (outros bancos)",1047,2,"nenhum","nenhum",1,"Bom"
"666",666,"Inexistente",24,"Pendente (outros bancos)",6314,4,"co-requerente","banco",2,"Bom"
"667",667,"Regular",30,"Quitados",3496,4,"nenhum","lojas",1,"Bom"
"668",668,"Inexistente",48,"Quitados",3609,1,"nenhum","lojas",1,"Bom"
"669",669,"Negativo",12,"Pendente (outros bancos)",4843,3,"co-requerente","nenhum",2,"Ruim"
"670",670,"Alto",30,"Pendente (outros bancos)",3017,4,"nenhum","nenhum",1,"Bom"
"671",671,"Inexistente",24,"Pendente (outros bancos)",4139,3,"nenhum","nenhum",2,"Bom"
"672",672,"Inexistente",36,"Pago em dia",5742,2,"nenhum","nenhum",2,"Bom"
"673",673,"Inexistente",60,"Pago em dia",10366,2,"nenhum","nenhum",1,"Bom"
"674",674,"Inexistente",6,"Pendente (outros bancos)",2080,1,"nenhum","nenhum",1,"Bom"
"675",675,"Inexistente",21,"Pago mas já esteve em atraso",2580,4,"nenhum","banco",1,"Ruim"
"676",676,"Inexistente",30,"Pendente (outros bancos)",4530,4,"nenhum","nenhum",1,"Bom"
"677",677,"Inexistente",24,"Pendente (outros bancos)",5150,4,"nenhum","nenhum",1,"Bom"
"678",678,"Regular",72,"Pago em dia",5595,2,"nenhum","nenhum",1,"Ruim"
"679",679,"Negativo",24,"Pago em dia",2384,4,"nenhum","banco",1,"Bom"
"680",680,"Inexistente",18,"Pago em dia",1453,3,"nenhum","nenhum",1,"Bom"
"681",681,"Inexistente",6,"Pago em dia",1538,1,"nenhum","nenhum",1,"Bom"
"682",682,"Inexistente",12,"Pago em dia",2279,4,"nenhum","nenhum",1,"Bom"
"683",683,"Inexistente",15,"Pago mas já esteve em atraso",1478,4,"nenhum","banco",2,"Bom"
"684",684,"Inexistente",24,"Pendente (outros bancos)",5103,3,"nenhum","nenhum",3,"Bom"
"685",685,"Regular",36,"Pago mas já esteve em atraso",9857,1,"nenhum","nenhum",2,"Bom"
"686",686,"Inexistente",60,"Pago em dia",6527,4,"nenhum","nenhum",1,"Bom"
"687",687,"Alto",10,"Pendente (outros bancos)",1347,4,"nenhum","nenhum",2,"Bom"
"688",688,"Regular",36,"Pago mas já esteve em atraso",2862,4,"nenhum","nenhum",1,"Bom"
"689",689,"Inexistente",9,"Pago em dia",2753,3,"co-requerente","nenhum",1,"Bom"
"690",690,"Negativo",12,"Pago em dia",3651,1,"nenhum","nenhum",1,"Bom"
"691",691,"Negativo",15,"Pendente (outros bancos)",975,2,"nenhum","nenhum",2,"Bom"
"692",692,"Regular",15,"Pago em dia",2631,3,"nenhum","nenhum",1,"Bom"
"693",693,"Regular",24,"Pago em dia",2896,2,"nenhum","nenhum",1,"Bom"
"694",694,"Negativo",6,"Pendente (outros bancos)",4716,1,"nenhum","nenhum",2,"Bom"
"695",695,"Inexistente",24,"Pago em dia",2284,4,"nenhum","nenhum",1,"Bom"
"696",696,"Inexistente",6,"Pago em dia",1236,2,"nenhum","nenhum",1,"Bom"
"697",697,"Regular",12,"Pago em dia",1103,4,"fiador","nenhum",2,"Bom"
"698",698,"Inexistente",12,"Pendente (outros bancos)",926,1,"nenhum","nenhum",1,"Bom"
"699",699,"Inexistente",18,"Pendente (outros bancos)",1800,4,"nenhum","nenhum",2,"Bom"
"700",700,"Alto",15,"Pago em dia",1905,4,"nenhum","nenhum",1,"Bom"
"701",701,"Inexistente",12,"Pago em dia",1123,4,"nenhum","nenhum",1,"Ruim"
"702",702,"Negativo",48,"Pendente (outros bancos)",6331,4,"nenhum","nenhum",2,"Ruim"
"703",703,"Alto",24,"Pago em dia",1377,4,"nenhum","nenhum",1,"Bom"
"704",704,"Regular",30,"Pago mas já esteve em atraso",2503,4,"nenhum","lojas",2,"Bom"
"705",705,"Regular",27,"Pago em dia",2528,4,"nenhum","nenhum",1,"Bom"
"706",706,"Inexistente",15,"Pago em dia",5324,1,"nenhum","nenhum",1,"Bom"
"707",707,"Regular",48,"Pago em dia",6560,3,"nenhum","nenhum",1,"Ruim"
"708",708,"Regular",12,"Quitados",2969,4,"nenhum","nenhum",2,"Ruim"
"709",709,"Regular",9,"Pago em dia",1206,4,"nenhum","nenhum",1,"Bom"
"710",710,"Regular",9,"Pago em dia",2118,2,"nenhum","nenhum",1,"Bom"
"711",711,"Inexistente",18,"Pendente (outros bancos)",629,4,"nenhum","banco",2,"Bom"
"712",712,"Negativo",6,"Quitados",1198,4,"nenhum","nenhum",1,"Ruim"
"713",713,"Inexistente",21,"Pago em dia",2476,4,"nenhum","nenhum",1,"Bom"
"714",714,"Negativo",9,"Pendente (outros bancos)",1138,4,"nenhum","nenhum",2,"Bom"
"715",715,"Regular",60,"Pago em dia",14027,4,"nenhum","nenhum",1,"Ruim"
"716",716,"Inexistente",30,"Pendente (outros bancos)",7596,1,"nenhum","nenhum",2,"Bom"
"717",717,"Inexistente",30,"Pendente (outros bancos)",3077,3,"nenhum","nenhum",2,"Bom"
"718",718,"Inexistente",18,"Pago em dia",1505,4,"nenhum","nenhum",1,"Bom"
"719",719,"Alto",24,"Pendente (outros bancos)",3148,3,"nenhum","nenhum",2,"Bom"
"720",720,"Regular",20,"Quitados",6148,3,"nenhum","banco",2,"Bom"
"721",721,"Alto",9,"Quitados",1337,4,"nenhum","nenhum",2,"Ruim"
"722",722,"Regular",6,"Quitados",433,4,"nenhum","banco",1,"Ruim"
"723",723,"Negativo",12,"Pago em dia",1228,4,"nenhum","nenhum",1,"Ruim"
"724",724,"Regular",9,"Pago em dia",790,4,"nenhum","nenhum",1,"Bom"
"725",725,"Inexistente",27,"Pago em dia",2570,3,"nenhum","nenhum",1,"Ruim"
"726",726,"Inexistente",6,"Pendente (outros bancos)",250,2,"nenhum","banco",2,"Bom"
"727",727,"Inexistente",15,"Pendente (outros bancos)",1316,2,"nenhum","nenhum",2,"Bom"
"728",728,"Negativo",18,"Pago em dia",1882,4,"nenhum","banco",2,"Ruim"
"729",729,"Regular",48,"Quitados",6416,4,"nenhum","nenhum",1,"Ruim"
"730",730,"Alto",24,"Pendente (outros bancos)",1275,2,"nenhum","nenhum",2,"Bom"
"731",731,"Regular",24,"Pago mas já esteve em atraso",6403,1,"nenhum","nenhum",1,"Bom"
"732",732,"Negativo",24,"Pago em dia",1987,2,"nenhum","nenhum",1,"Ruim"
"733",733,"Regular",8,"Pago em dia",760,4,"fiador","nenhum",1,"Bom"
"734",734,"Inexistente",24,"Pago em dia",2603,2,"nenhum","nenhum",1,"Bom"
"735",735,"Inexistente",4,"Pendente (outros bancos)",3380,1,"nenhum","nenhum",1,"Bom"
"736",736,"Regular",36,"Quitados",3990,3,"nenhum","banco",1,"Bom"
"737",737,"Regular",24,"Pago em dia",11560,1,"nenhum","nenhum",2,"Ruim"
"738",738,"Negativo",18,"Pago em dia",4380,3,"nenhum","nenhum",1,"Bom"
"739",739,"Inexistente",6,"Pendente (outros bancos)",6761,1,"nenhum","nenhum",2,"Bom"
"740",740,"Regular",30,"Quitados",4280,4,"nenhum","nenhum",2,"Ruim"
"741",741,"Negativo",24,"Quitados",2325,2,"nenhum","banco",1,"Bom"
"742",742,"Regular",10,"Quitados",1048,4,"nenhum","lojas",1,"Bom"
"743",743,"Inexistente",21,"Pago em dia",3160,4,"nenhum","nenhum",1,"Bom"
"744",744,"Negativo",24,"Quitados",2483,4,"nenhum","lojas",1,"Bom"
"745",745,"Negativo",39,"Pendente (outros bancos)",14179,4,"nenhum","nenhum",2,"Bom"
"746",746,"Negativo",13,"Pendente (outros bancos)",1797,3,"nenhum","banco",2,"Bom"
"747",747,"Negativo",15,"Pago em dia",2511,1,"nenhum","nenhum",1,"Bom"
"748",748,"Negativo",12,"Pago em dia",1274,3,"nenhum","nenhum",1,"Ruim"
"749",749,"Inexistente",21,"Pago em dia",5248,1,"nenhum","nenhum",1,"Bom"
"750",750,"Inexistente",15,"Pago em dia",3029,2,"nenhum","nenhum",1,"Bom"
"751",751,"Negativo",6,"Pago em dia",428,2,"nenhum","banco",1,"Bom"
"752",752,"Negativo",18,"Pago em dia",976,1,"nenhum","nenhum",1,"Ruim"
"753",753,"Regular",12,"Pago em dia",841,2,"nenhum","nenhum",1,"Bom"
"754",754,"Inexistente",30,"Pendente (outros bancos)",5771,4,"nenhum","nenhum",2,"Bom"
"755",755,"Inexistente",12,"Pago mas já esteve em atraso",1555,4,"nenhum","nenhum",2,"Ruim"
"756",756,"Negativo",24,"Pago em dia",1285,4,"nenhum","nenhum",1,"Ruim"
"757",757,"Alto",6,"Pendente (outros bancos)",1299,1,"nenhum","nenhum",3,"Bom"
"758",758,"Alto",15,"Pendente (outros bancos)",1271,3,"nenhum","nenhum",2,"Ruim"
"759",759,"Inexistente",24,"Pago em dia",1393,2,"fiador","nenhum",1,"Bom"
"760",760,"Negativo",12,"Pendente (outros bancos)",691,4,"nenhum","nenhum",2,"Ruim"
"761",761,"Inexistente",15,"Pendente (outros bancos)",5045,1,"nenhum","nenhum",1,"Bom"
"762",762,"Negativo",18,"Pendente (outros bancos)",2124,4,"nenhum","nenhum",2,"Ruim"
"763",763,"Negativo",12,"Pago em dia",2214,4,"nenhum","nenhum",1,"Bom"
"764",764,"Inexistente",21,"Pendente (outros bancos)",12680,4,"nenhum","nenhum",1,"Ruim"
"765",765,"Inexistente",24,"Pendente (outros bancos)",2463,4,"nenhum","nenhum",2,"Bom"
"766",766,"Regular",12,"Pago em dia",1155,3,"fiador","banco",2,"Bom"
"767",767,"Negativo",30,"Pago em dia",3108,2,"nenhum","nenhum",1,"Ruim"
"768",768,"Inexistente",10,"Pago em dia",2901,1,"nenhum","nenhum",1,"Bom"
"769",769,"Regular",12,"Pendente (outros bancos)",3617,1,"nenhum","nenhum",3,"Bom"
"770",770,"Inexistente",12,"Pendente (outros bancos)",1655,2,"nenhum","nenhum",2,"Bom"
"771",771,"Negativo",24,"Pago em dia",2812,2,"nenhum","nenhum",1,"Bom"
"772",772,"Negativo",36,"Pendente (outros bancos)",8065,3,"nenhum","nenhum",2,"Ruim"
"773",773,"Inexistente",21,"Pendente (outros bancos)",3275,1,"nenhum","nenhum",1,"Bom"
"774",774,"Inexistente",24,"Pendente (outros bancos)",2223,4,"nenhum","banco",2,"Bom"
"775",775,"Alto",12,"Pendente (outros bancos)",1480,2,"nenhum","banco",3,"Bom"
"776",776,"Negativo",24,"Pago em dia",1371,4,"nenhum","nenhum",1,"Ruim"
"777",777,"Inexistente",36,"Pendente (outros bancos)",3535,4,"nenhum","nenhum",2,"Bom"
"778",778,"Negativo",18,"Pago em dia",3509,4,"fiador","nenhum",1,"Bom"
"779",779,"Inexistente",36,"Pendente (outros bancos)",5711,4,"nenhum","nenhum",2,"Bom"
"780",780,"Regular",18,"Pago em dia",3872,2,"nenhum","nenhum",1,"Bom"
"781",781,"Regular",39,"Pendente (outros bancos)",4933,2,"fiador","nenhum",2,"Ruim"
"782",782,"Inexistente",24,"Pendente (outros bancos)",1940,4,"nenhum","nenhum",1,"Bom"
"783",783,"Regular",12,"Quitados",1410,2,"nenhum","nenhum",1,"Bom"
"784",784,"Regular",12,"Pago em dia",836,4,"nenhum","banco",1,"Ruim"
"785",785,"Regular",20,"Pago em dia",6468,1,"nenhum","nenhum",1,"Bom"
"786",786,"Regular",18,"Pago em dia",1941,4,"nenhum","nenhum",1,"Bom"
"787",787,"Inexistente",22,"Pago em dia",2675,3,"nenhum","nenhum",1,"Bom"
"788",788,"Inexistente",48,"Pendente (outros bancos)",2751,4,"nenhum","nenhum",2,"Bom"
"789",789,"Regular",48,"Pago mas já esteve em atraso",6224,4,"nenhum","nenhum",1,"Ruim"
"790",790,"Negativo",40,"Pendente (outros bancos)",5998,4,"nenhum","banco",1,"Ruim"
"791",791,"Regular",21,"Pago em dia",1188,2,"nenhum","nenhum",1,"Ruim"
"792",792,"Inexistente",24,"Pago em dia",6313,3,"nenhum","nenhum",1,"Bom"
"793",793,"Inexistente",6,"Pendente (outros bancos)",1221,1,"nenhum","nenhum",2,"Bom"
"794",794,"Alto",24,"Pago em dia",2892,3,"nenhum","nenhum",1,"Bom"
"795",795,"Inexistente",24,"Pago em dia",3062,4,"nenhum","nenhum",1,"Bom"
"796",796,"Inexistente",9,"Pago em dia",2301,2,"nenhum","nenhum",1,"Bom"
"797",797,"Negativo",18,"Pago em dia",7511,1,"nenhum","nenhum",1,"Ruim"
"798",798,"Inexistente",12,"Pendente (outros bancos)",1258,2,"nenhum","nenhum",2,"Bom"
"799",799,"Inexistente",24,"Pago mas já esteve em atraso",717,4,"nenhum","nenhum",2,"Bom"
"800",800,"Regular",9,"Pago em dia",1549,4,"nenhum","nenhum",1,"Bom"
"801",801,"Inexistente",24,"Pendente (outros bancos)",1597,4,"nenhum","nenhum",2,"Bom"
"802",802,"Regular",18,"Pendente (outros bancos)",1795,3,"fiador","banco",2,"Bom"
"803",803,"Negativo",20,"Pendente (outros bancos)",4272,1,"nenhum","nenhum",2,"Bom"
"804",804,"Inexistente",12,"Pendente (outros bancos)",976,4,"nenhum","nenhum",2,"Bom"
"805",805,"Regular",12,"Pago em dia",7472,1,"nenhum","nenhum",1,"Bom"
"806",806,"Negativo",36,"Pago em dia",9271,2,"nenhum","nenhum",1,"Ruim"
"807",807,"Regular",6,"Pago em dia",590,3,"nenhum","nenhum",1,"Bom"
"808",808,"Inexistente",12,"Pendente (outros bancos)",930,4,"nenhum","nenhum",4,"Bom"
"809",809,"Regular",42,"Quitados",9283,1,"nenhum","banco",1,"Bom"
"810",810,"Regular",15,"Quitados",1778,2,"nenhum","nenhum",2,"Ruim"
"811",811,"Regular",8,"Pago em dia",907,3,"nenhum","nenhum",1,"Bom"
"812",812,"Regular",6,"Pago em dia",484,3,"fiador","banco",1,"Bom"
"813",813,"Negativo",36,"Pendente (outros bancos)",9629,4,"nenhum","nenhum",2,"Ruim"
"814",814,"Negativo",48,"Pago em dia",3051,3,"nenhum","nenhum",1,"Ruim"
"815",815,"Negativo",48,"Pago em dia",3931,4,"nenhum","nenhum",1,"Ruim"
"816",816,"Regular",36,"Pago mas já esteve em atraso",7432,2,"nenhum","nenhum",1,"Bom"
"817",817,"Inexistente",6,"Pago em dia",1338,1,"nenhum","nenhum",1,"Bom"
"818",818,"Inexistente",6,"Pendente (outros bancos)",1554,1,"nenhum","nenhum",2,"Bom"
"819",819,"Negativo",36,"Pago em dia",15857,2,"co-requerente","nenhum",1,"Bom"
"820",820,"Negativo",18,"Pago em dia",1345,4,"nenhum","banco",1,"Ruim"
"821",821,"Inexistente",12,"Pago em dia",1101,3,"nenhum","nenhum",2,"Bom"
"822",822,"Alto",12,"Pago em dia",3016,3,"nenhum","nenhum",1,"Bom"
"823",823,"Negativo",36,"Pago em dia",2712,2,"nenhum","banco",1,"Ruim"
"824",824,"Negativo",8,"Pendente (outros bancos)",731,4,"nenhum","nenhum",2,"Bom"
"825",825,"Inexistente",18,"Pendente (outros bancos)",3780,3,"nenhum","nenhum",2,"Bom"
"826",826,"Negativo",21,"Pendente (outros bancos)",1602,4,"nenhum","nenhum",2,"Bom"
"827",827,"Negativo",18,"Pendente (outros bancos)",3966,1,"nenhum","banco",3,"Ruim"
"828",828,"Inexistente",18,"Quitados",4165,2,"nenhum","lojas",2,"Ruim"
"829",829,"Negativo",36,"Pago em dia",8335,3,"nenhum","nenhum",1,"Ruim"
"830",830,"Regular",48,"Pago mas já esteve em atraso",6681,4,"nenhum","nenhum",1,"Bom"
"831",831,"Inexistente",24,"Pago mas já esteve em atraso",2375,4,"nenhum","nenhum",2,"Bom"
"832",832,"Negativo",18,"Pago em dia",1216,4,"nenhum","nenhum",1,"Ruim"
"833",833,"Negativo",45,"Quitados",11816,2,"nenhum","nenhum",2,"Ruim"
"834",834,"Regular",24,"Pago em dia",5084,2,"nenhum","nenhum",1,"Bom"
"835",835,"Alto",15,"Pago em dia",2327,2,"nenhum","nenhum",1,"Ruim"
"836",836,"Negativo",12,"Quitados",1082,4,"nenhum","banco",2,"Ruim"
"837",837,"Inexistente",12,"Pago em dia",886,4,"nenhum","nenhum",1,"Bom"
"838",838,"Inexistente",4,"Pago em dia",601,1,"nenhum","nenhum",1,"Bom"
"839",839,"Negativo",24,"Pendente (outros bancos)",2957,4,"nenhum","nenhum",2,"Bom"
"840",840,"Inexistente",24,"Pendente (outros bancos)",2611,4,"co-requerente","nenhum",2,"Bom"
"841",841,"Negativo",36,"Pago em dia",5179,4,"nenhum","nenhum",1,"Ruim"
"842",842,"Inexistente",21,"Pago mas já esteve em atraso",2993,3,"nenhum","lojas",2,"Bom"
"843",843,"Inexistente",18,"Pago em dia",1943,4,"nenhum","nenhum",1,"Ruim"
"844",844,"Inexistente",24,"Quitados",1559,4,"nenhum","banco",1,"Bom"
"845",845,"Inexistente",18,"Pago em dia",3422,4,"nenhum","banco",3,"Bom"
"846",846,"Regular",21,"Pago em dia",3976,2,"nenhum","nenhum",1,"Bom"
"847",847,"Inexistente",18,"Pago em dia",6761,2,"nenhum","nenhum",2,"Ruim"
"848",848,"Inexistente",24,"Pago em dia",1249,4,"nenhum","nenhum",1,"Bom"
"849",849,"Negativo",9,"Pago em dia",1364,3,"nenhum","nenhum",1,"Bom"
"850",850,"Negativo",12,"Pago em dia",709,4,"nenhum","lojas",1,"Ruim"
"851",851,"Negativo",20,"Pendente (outros bancos)",2235,4,"fiador","banco",2,"Ruim"
"852",852,"Inexistente",24,"Pendente (outros bancos)",4042,3,"nenhum","nenhum",2,"Bom"
"853",853,"Inexistente",15,"Pendente (outros bancos)",1471,4,"nenhum","nenhum",2,"Bom"
"854",854,"Negativo",18,"Quitados",1442,4,"nenhum","nenhum",2,"Ruim"
"855",855,"Inexistente",36,"Pago mas já esteve em atraso",10875,2,"nenhum","nenhum",2,"Bom"
"856",856,"Inexistente",24,"Pago em dia",1474,4,"nenhum","nenhum",1,"Bom"
"857",857,"Inexistente",10,"Pago em dia",894,4,"nenhum","nenhum",1,"Bom"
"858",858,"Inexistente",15,"Pendente (outros bancos)",3343,4,"nenhum","nenhum",1,"Bom"
"859",859,"Negativo",15,"Pago em dia",3959,3,"nenhum","nenhum",1,"Ruim"
"860",860,"Inexistente",9,"Pago em dia",3577,1,"fiador","nenhum",1,"Bom"
"861",861,"Inexistente",24,"Pendente (outros bancos)",5804,4,"nenhum","nenhum",2,"Bom"
"862",862,"Inexistente",18,"Pago mas já esteve em atraso",2169,4,"nenhum","nenhum",1,"Ruim"
"863",863,"Negativo",24,"Pago em dia",2439,4,"nenhum","nenhum",1,"Ruim"
"864",864,"Inexistente",27,"Pendente (outros bancos)",4526,4,"nenhum","lojas",2,"Bom"
"865",865,"Inexistente",10,"Pago em dia",2210,2,"nenhum","banco",1,"Ruim"
"866",866,"Inexistente",15,"Pago em dia",2221,2,"nenhum","nenhum",1,"Bom"
"867",867,"Negativo",18,"Pago em dia",2389,4,"nenhum","lojas",1,"Bom"
"868",868,"Inexistente",12,"Pendente (outros bancos)",3331,2,"nenhum","lojas",1,"Bom"
"869",869,"Inexistente",36,"Pago em dia",7409,3,"nenhum","nenhum",2,"Bom"
"870",870,"Negativo",12,"Pago em dia",652,4,"nenhum","nenhum",1,"Bom"
"871",871,"Inexistente",36,"Pago mas já esteve em atraso",7678,2,"nenhum","nenhum",2,"Bom"
"872",872,"Alto",6,"Pendente (outros bancos)",1343,1,"nenhum","nenhum",2,"Bom"
"873",873,"Negativo",24,"Pendente (outros bancos)",1382,4,"nenhum","nenhum",2,"Bom"
"874",874,"Inexistente",15,"Pago em dia",874,4,"nenhum","nenhum",1,"Bom"
"875",875,"Negativo",12,"Pago em dia",3590,2,"co-requerente","nenhum",1,"Bom"
"876",876,"Regular",11,"Pendente (outros bancos)",1322,4,"nenhum","nenhum",2,"Bom"
"877",877,"Negativo",18,"Quitados",1940,3,"co-requerente","banco",1,"Bom"
"878",878,"Inexistente",36,"Pago em dia",3595,4,"nenhum","nenhum",1,"Bom"
"879",879,"Negativo",9,"Pago em dia",1422,3,"nenhum","nenhum",1,"Ruim"
"880",880,"Inexistente",30,"Pendente (outros bancos)",6742,2,"nenhum","nenhum",2,"Bom"
"881",881,"Inexistente",24,"Pago em dia",7814,3,"nenhum","nenhum",1,"Bom"
"882",882,"Inexistente",24,"Pago em dia",9277,2,"nenhum","nenhum",1,"Bom"
"883",883,"Regular",30,"Pendente (outros bancos)",2181,4,"nenhum","nenhum",2,"Bom"
"884",884,"Inexistente",18,"Pendente (outros bancos)",1098,4,"nenhum","nenhum",2,"Bom"
"885",885,"Regular",24,"Pago em dia",4057,3,"nenhum","nenhum",1,"Ruim"
"886",886,"Negativo",12,"Pago em dia",795,4,"nenhum","nenhum",1,"Ruim"
"887",887,"Regular",24,"Pendente (outros bancos)",2825,4,"nenhum","nenhum",2,"Bom"
"888",888,"Regular",48,"Pago em dia",15672,2,"nenhum","nenhum",1,"Ruim"
"889",889,"Inexistente",36,"Pendente (outros bancos)",6614,4,"nenhum","nenhum",2,"Bom"
"890",890,"Inexistente",28,"Quitados",7824,3,"fiador","banco",2,"Bom"
