ID,status_conta,duracao_mes,hist_credito,qtdd_credito,percen_tx_rendim_disp,dev_fiadores,outros_par,n_creditos,classe
579,Regular,36,conta crítica/outros créditos existentes (não neste banco),2820,4,nenhum,nenhum,2,Ruim
580,Inexistente,24,créditos existentes pagos devidamente até agora,937,4,nenhum,nenhum,2,Bom
581,Regular,18,conta crítica/outros créditos existentes (não neste banco),1056,3,fiador,banco,2,Ruim
582,Regular,12,conta crítica/outros créditos existentes (não neste banco),3124,1,nenhum,banco,2,Bom
583,Inexistente,9,créditos existentes pagos devidamente até agora,1388,4,nenhum,nenhum,1,Bom
584,Regular,36,créditos existentes pagos devidamente até agora,2384,4,nenhum,nenhum,1,Ruim
585,Inexistente,12,créditos existentes pagos devidamente até agora,2133,4,nenhum,nenhum,1,Bom
586,Negativo,18,créditos existentes pagos devidamente até agora,2039,1,nenhum,banco,1,Ruim
587,Negativo,9,conta crítica/outros créditos existentes (não neste banco),2799,2,nenhum,nenhum,2,Bom
588,Negativo,12,créditos existentes pagos devidamente até agora,1289,4,fiador,nenhum,1,Bom
589,Negativo,18,créditos existentes pagos devidamente até agora,1217,4,nenhum,nenhum,1,Ruim
590,Negativo,12,conta crítica/outros créditos existentes (não neste banco),2246,3,nenhum,nenhum,2,Ruim
591,Negativo,12,conta crítica/outros créditos existentes (não neste banco),385,4,nenhum,nenhum,4,Bom
592,Regular,24,atraso no pagamento no passado,1965,4,nenhum,nenhum,2,Bom
593,Inexistente,21,créditos existentes pagos devidamente até agora,1572,4,nenhum,banco,1,Bom
594,Regular,24,créditos existentes pagos devidamente até agora,2718,3,nenhum,nenhum,1,Ruim
595,Negativo,24,todos os créditos deste banco foram devidamente pagos,1358,4,nenhum,lojas,1,Ruim
596,Regular,6,todos os créditos deste banco foram devidamente pagos,931,1,nenhum,lojas,1,Ruim
597,Negativo,24,créditos existentes pagos devidamente até agora,1442,4,nenhum,nenhum,2,Ruim
598,Regular,24,nenhum crédito obtido/todos os créditos pagos devidamente,4241,1,nenhum,nenhum,3,Ruim
599,Inexistente,18,conta crítica/outros créditos existentes (não neste banco),2775,2,nenhum,banco,2,Ruim
600,Inexistente,24,atraso no pagamento no passado,3863,1,nenhum,nenhum,1,Bom
601,Regular,7,créditos existentes pagos devidamente até agora,2329,1,fiador,nenhum,1,Bom
602,Regular,9,créditos existentes pagos devidamente até agora,918,4,nenhum,nenhum,1,Ruim
603,Regular,24,todos os créditos deste banco foram devidamente pagos,1837,4,nenhum,banco,1,Ruim
604,Inexistente,36,créditos existentes pagos devidamente até agora,3349,4,nenhum,nenhum,1,Ruim
605,Alto,10,créditos existentes pagos devidamente até agora,1275,4,nenhum,nenhum,1,Bom
606,Negativo,24,todos os créditos deste banco foram devidamente pagos,2828,4,nenhum,lojas,1,Bom
607,Inexistente,24,conta crítica/outros créditos existentes (não neste banco),4526,3,nenhum,nenhum,1,Bom
608,Regular,36,créditos existentes pagos devidamente até agora,2671,4,co-requerente,nenhum,1,Ruim
609,Inexistente,18,créditos existentes pagos devidamente até agora,2051,4,nenhum,nenhum,1,Bom
610,Inexistente,15,créditos existentes pagos devidamente até agora,1300,4,nenhum,banco,1,Bom
611,Negativo,12,créditos existentes pagos devidamente até agora,741,4,nenhum,nenhum,1,Ruim
612,Alto,10,créditos existentes pagos devidamente até agora,1240,1,nenhum,nenhum,1,Ruim
613,Negativo,21,créditos existentes pagos devidamente até agora,3357,4,nenhum,banco,1,Bom
614,Negativo,24,todos os créditos deste banco foram devidamente pagos,3632,1,fiador,banco,1,Bom
615,Inexistente,18,atraso no pagamento no passado,1808,4,nenhum,nenhum,1,Ruim
616,Regular,48,nenhum crédito obtido/todos os créditos pagos devidamente,12204,2,nenhum,banco,1,Bom
617,Regular,60,atraso no pagamento no passado,9157,2,nenhum,nenhum,1,Bom
618,Negativo,6,conta crítica/outros créditos existentes (não neste banco),3676,1,nenhum,nenhum,3,Bom
619,Regular,30,créditos existentes pagos devidamente até agora,3441,2,co-requerente,nenhum,1,Ruim
620,Inexistente,12,créditos existentes pagos devidamente até agora,640,4,nenhum,nenhum,1,Bom
621,Regular,21,conta crítica/outros créditos existentes (não neste banco),3652,2,nenhum,nenhum,2,Bom
622,Inexistente,18,conta crítica/outros créditos existentes (não neste banco),1530,3,nenhum,banco,2,Ruim
623,Inexistente,48,créditos existentes pagos devidamente até agora,3914,4,nenhum,banco,1,Ruim
624,Negativo,12,créditos existentes pagos devidamente até agora,1858,4,nenhum,nenhum,1,Bom
625,Negativo,18,créditos existentes pagos devidamente até agora,2600,4,nenhum,nenhum,2,Ruim
626,Inexistente,15,créditos existentes pagos devidamente até agora,1979,4,nenhum,nenhum,1,Bom
627,Alto,6,créditos existentes pagos devidamente até agora,2116,2,nenhum,nenhum,1,Bom
628,Regular,9,todos os créditos deste banco foram devidamente pagos,1437,2,nenhum,nenhum,1,Ruim
629,Inexistente,42,conta crítica/outros créditos existentes (não neste banco),4042,4,nenhum,nenhum,2,Bom
630,Inexistente,9,créditos existentes pagos devidamente até agora,3832,1,nenhum,nenhum,1,Bom
631,Negativo,24,créditos existentes pagos devidamente até agora,3660,2,nenhum,nenhum,1,Bom
632,Negativo,18,todos os créditos deste banco foram devidamente pagos,1553,4,nenhum,banco,1,Ruim
633,Regular,15,créditos existentes pagos devidamente até agora,1444,4,nenhum,nenhum,1,Bom
634,Inexistente,9,créditos existentes pagos devidamente até agora,1980,2,co-requerente,nenhum,2,Ruim
635,Regular,24,créditos existentes pagos devidamente até agora,1355,3,nenhum,nenhum,1,Ruim
636,Inexistente,12,créditos existentes pagos devidamente até agora,1393,4,nenhum,banco,3,Bom
637,Inexistente,24,créditos existentes pagos devidamente até agora,1376,4,nenhum,nenhum,1,Bom
638,Inexistente,60,atraso no pagamento no passado,15653,2,nenhum,nenhum,2,Bom
639,Inexistente,12,créditos existentes pagos devidamente até agora,1493,4,nenhum,nenhum,1,Bom
640,Negativo,42,atraso no pagamento no passado,4370,3,nenhum,banco,2,Ruim
641,Negativo,18,créditos existentes pagos devidamente até agora,750,4,nenhum,nenhum,1,Ruim
642,Regular,15,créditos existentes pagos devidamente até agora,1308,4,nenhum,nenhum,2,Bom
643,Inexistente,15,créditos existentes pagos devidamente até agora,4623,3,nenhum,nenhum,1,Ruim
644,Inexistente,24,conta crítica/outros créditos existentes (não neste banco),1851,4,fiador,nenhum,2,Bom
645,Negativo,18,conta crítica/outros créditos existentes (não neste banco),1880,4,nenhum,nenhum,2,Bom
646,Inexistente,36,atraso no pagamento no passado,7980,4,nenhum,nenhum,2,Ruim
647,Negativo,30,nenhum crédito obtido/todos os créditos pagos devidamente,4583,2,fiador,nenhum,2,Bom
648,Inexistente,12,créditos existentes pagos devidamente até agora,1386,2,nenhum,nenhum,1,Ruim
649,Alto,24,créditos existentes pagos devidamente até agora,947,4,nenhum,banco,1,Ruim
650,Negativo,12,créditos existentes pagos devidamente até agora,684,4,nenhum,nenhum,1,Ruim
651,Negativo,48,créditos existentes pagos devidamente até agora,7476,4,nenhum,nenhum,1,Bom
652,Regular,12,créditos existentes pagos devidamente até agora,1922,4,nenhum,nenhum,1,Ruim
653,Negativo,24,créditos existentes pagos devidamente até agora,2303,4,co-requerente,nenhum,1,Ruim
654,Regular,36,atraso no pagamento no passado,8086,2,nenhum,nenhum,4,Ruim
655,Inexistente,24,conta crítica/outros créditos existentes (não neste banco),2346,4,nenhum,nenhum,2,Bom
656,Negativo,14,créditos existentes pagos devidamente até agora,3973,1,nenhum,nenhum,1,Bom
657,Regular,12,créditos existentes pagos devidamente até agora,888,4,nenhum,banco,1,Ruim
658,Inexistente,48,créditos existentes pagos devidamente até agora,10222,4,nenhum,lojas,1,Bom
659,Regular,30,nenhum crédito obtido/todos os créditos pagos devidamente,4221,2,nenhum,nenhum,2,Bom
660,Regular,18,conta crítica/outros créditos existentes (não neste banco),6361,2,nenhum,nenhum,1,Bom
661,Alto,12,créditos existentes pagos devidamente até agora,1297,3,nenhum,nenhum,1,Bom
662,Negativo,12,créditos existentes pagos devidamente até agora,900,4,nenhum,nenhum,1,Ruim
663,Inexistente,21,créditos existentes pagos devidamente até agora,2241,4,nenhum,nenhum,2,Bom
664,Regular,6,atraso no pagamento no passado,1050,4,nenhum,lojas,2,Bom
665,Alto,6,conta crítica/outros créditos existentes (não neste banco),1047,2,nenhum,nenhum,1,Bom
666,Inexistente,24,conta crítica/outros créditos existentes (não neste banco),6314,4,co-requerente,banco,2,Bom
667,Regular,30,todos os créditos deste banco foram devidamente pagos,3496,4,nenhum,lojas,1,Bom
668,Inexistente,48,todos os créditos deste banco foram devidamente pagos,3609,1,nenhum,lojas,1,Bom
669,Negativo,12,conta crítica/outros créditos existentes (não neste banco),4843,3,co-requerente,nenhum,2,Ruim
670,Alto,30,conta crítica/outros créditos existentes (não neste banco),3017,4,nenhum,nenhum,1,Bom
671,Inexistente,24,conta crítica/outros créditos existentes (não neste banco),4139,3,nenhum,nenhum,2,Bom
672,Inexistente,36,créditos existentes pagos devidamente até agora,5742,2,nenhum,nenhum,2,Bom
673,Inexistente,60,créditos existentes pagos devidamente até agora,10366,2,nenhum,nenhum,1,Bom
674,Inexistente,6,conta crítica/outros créditos existentes (não neste banco),2080,1,nenhum,nenhum,1,Bom
675,Inexistente,21,atraso no pagamento no passado,2580,4,nenhum,banco,1,Ruim
676,Inexistente,30,conta crítica/outros créditos existentes (não neste banco),4530,4,nenhum,nenhum,1,Bom
677,Inexistente,24,conta crítica/outros créditos existentes (não neste banco),5150,4,nenhum,nenhum,1,Bom
678,Regular,72,créditos existentes pagos devidamente até agora,5595,2,nenhum,nenhum,1,Ruim
679,Negativo,24,créditos existentes pagos devidamente até agora,2384,4,nenhum,banco,1,Bom
680,Inexistente,18,créditos existentes pagos devidamente até agora,1453,3,nenhum,nenhum,1,Bom
681,Inexistente,6,créditos existentes pagos devidamente até agora,1538,1,nenhum,nenhum,1,Bom
682,Inexistente,12,créditos existentes pagos devidamente até agora,2279,4,nenhum,nenhum,1,Bom
683,Inexistente,15,atraso no pagamento no passado,1478,4,nenhum,banco,2,Bom
684,Inexistente,24,conta crítica/outros créditos existentes (não neste banco),5103,3,nenhum,nenhum,3,Bom
685,Regular,36,atraso no pagamento no passado,9857,1,nenhum,nenhum,2,Bom
686,Inexistente,60,créditos existentes pagos devidamente até agora,6527,4,nenhum,nenhum,1,Bom
687,Alto,10,conta crítica/outros créditos existentes (não neste banco),1347,4,nenhum,nenhum,2,Bom
688,Regular,36,atraso no pagamento no passado,2862,4,nenhum,nenhum,1,Bom
689,Inexistente,9,créditos existentes pagos devidamente até agora,2753,3,co-requerente,nenhum,1,Bom
690,Negativo,12,créditos existentes pagos devidamente até agora,3651,1,nenhum,nenhum,1,Bom
691,Negativo,15,conta crítica/outros créditos existentes (não neste banco),975,2,nenhum,nenhum,2,Bom
692,Regular,15,créditos existentes pagos devidamente até agora,2631,3,nenhum,nenhum,1,Bom
693,Regular,24,créditos existentes pagos devidamente até agora,2896,2,nenhum,nenhum,1,Bom
694,Negativo,6,conta crítica/outros créditos existentes (não neste banco),4716,1,nenhum,nenhum,2,Bom
695,Inexistente,24,créditos existentes pagos devidamente até agora,2284,4,nenhum,nenhum,1,Bom
696,Inexistente,6,créditos existentes pagos devidamente até agora,1236,2,nenhum,nenhum,1,Bom
697,Regular,12,créditos existentes pagos devidamente até agora,1103,4,fiador,nenhum,2,Bom
698,Inexistente,12,conta crítica/outros créditos existentes (não neste banco),926,1,nenhum,nenhum,1,Bom
699,Inexistente,18,conta crítica/outros créditos existentes (não neste banco),1800,4,nenhum,nenhum,2,Bom
700,Alto,15,créditos existentes pagos devidamente até agora,1905,4,nenhum,nenhum,1,Bom
701,Inexistente,12,créditos existentes pagos devidamente até agora,1123,4,nenhum,nenhum,1,Ruim
702,Negativo,48,conta crítica/outros créditos existentes (não neste banco),6331,4,nenhum,nenhum,2,Ruim
703,Alto,24,créditos existentes pagos devidamente até agora,1377,4,nenhum,nenhum,1,Bom
704,Regular,30,atraso no pagamento no passado,2503,4,nenhum,lojas,2,Bom
705,Regular,27,créditos existentes pagos devidamente até agora,2528,4,nenhum,nenhum,1,Bom
706,Inexistente,15,créditos existentes pagos devidamente até agora,5324,1,nenhum,nenhum,1,Bom
707,Regular,48,créditos existentes pagos devidamente até agora,6560,3,nenhum,nenhum,1,Ruim
708,Regular,12,nenhum crédito obtido/todos os créditos pagos devidamente,2969,4,nenhum,nenhum,2,Ruim
709,Regular,9,créditos existentes pagos devidamente até agora,1206,4,nenhum,nenhum,1,Bom
710,Regular,9,créditos existentes pagos devidamente até agora,2118,2,nenhum,nenhum,1,Bom
711,Inexistente,18,conta crítica/outros créditos existentes (não neste banco),629,4,nenhum,banco,2,Bom
712,Negativo,6,todos os créditos deste banco foram devidamente pagos,1198,4,nenhum,nenhum,1,Ruim
713,Inexistente,21,créditos existentes pagos devidamente até agora,2476,4,nenhum,nenhum,1,Bom
714,Negativo,9,conta crítica/outros créditos existentes (não neste banco),1138,4,nenhum,nenhum,2,Bom
715,Regular,60,créditos existentes pagos devidamente até agora,14027,4,nenhum,nenhum,1,Ruim
716,Inexistente,30,conta crítica/outros créditos existentes (não neste banco),7596,1,nenhum,nenhum,2,Bom
717,Inexistente,30,conta crítica/outros créditos existentes (não neste banco),3077,3,nenhum,nenhum,2,Bom
718,Inexistente,18,créditos existentes pagos devidamente até agora,1505,4,nenhum,nenhum,1,Bom
719,Alto,24,conta crítica/outros créditos existentes (não neste banco),3148,3,nenhum,nenhum,2,Bom
720,Regular,20,nenhum crédito obtido/todos os créditos pagos devidamente,6148,3,nenhum,banco,2,Bom
721,Alto,9,nenhum crédito obtido/todos os créditos pagos devidamente,1337,4,nenhum,nenhum,2,Ruim
722,Regular,6,todos os créditos deste banco foram devidamente pagos,433,4,nenhum,banco,1,Ruim
723,Negativo,12,créditos existentes pagos devidamente até agora,1228,4,nenhum,nenhum,1,Ruim
724,Regular,9,créditos existentes pagos devidamente até agora,790,4,nenhum,nenhum,1,Bom
725,Inexistente,27,créditos existentes pagos devidamente até agora,2570,3,nenhum,nenhum,1,Ruim
726,Inexistente,6,conta crítica/outros créditos existentes (não neste banco),250,2,nenhum,banco,2,Bom
727,Inexistente,15,conta crítica/outros créditos existentes (não neste banco),1316,2,nenhum,nenhum,2,Bom
728,Negativo,18,créditos existentes pagos devidamente até agora,1882,4,nenhum,banco,2,Ruim
729,Regular,48,todos os créditos deste banco foram devidamente pagos,6416,4,nenhum,nenhum,1,Ruim
730,Alto,24,conta crítica/outros créditos existentes (não neste banco),1275,2,nenhum,nenhum,2,Bom
731,Regular,24,atraso no pagamento no passado,6403,1,nenhum,nenhum,1,Bom
732,Negativo,24,créditos existentes pagos devidamente até agora,1987,2,nenhum,nenhum,1,Ruim
733,Regular,8,créditos existentes pagos devidamente até agora,760,4,fiador,nenhum,1,Bom
734,Inexistente,24,créditos existentes pagos devidamente até agora,2603,2,nenhum,nenhum,1,Bom
735,Inexistente,4,conta crítica/outros créditos existentes (não neste banco),3380,1,nenhum,nenhum,1,Bom
736,Regular,36,todos os créditos deste banco foram devidamente pagos,3990,3,nenhum,banco,1,Bom
737,Regular,24,créditos existentes pagos devidamente até agora,11560,1,nenhum,nenhum,2,Ruim
738,Negativo,18,créditos existentes pagos devidamente até agora,4380,3,nenhum,nenhum,1,Bom
739,Inexistente,6,conta crítica/outros créditos existentes (não neste banco),6761,1,nenhum,nenhum,2,Bom
740,Regular,30,nenhum crédito obtido/todos os créditos pagos devidamente,4280,4,nenhum,nenhum,2,Ruim
741,Negativo,24,todos os créditos deste banco foram devidamente pagos,2325,2,nenhum,banco,1,Bom
742,Regular,10,todos os créditos deste banco foram devidamente pagos,1048,4,nenhum,lojas,1,Bom
743,Inexistente,21,créditos existentes pagos devidamente até agora,3160,4,nenhum,nenhum,1,Bom
744,Negativo,24,todos os créditos deste banco foram devidamente pagos,2483,4,nenhum,lojas,1,Bom
745,Negativo,39,conta crítica/outros créditos existentes (não neste banco),14179,4,nenhum,nenhum,2,Bom
746,Negativo,13,conta crítica/outros créditos existentes (não neste banco),1797,3,nenhum,banco,2,Bom
747,Negativo,15,créditos existentes pagos devidamente até agora,2511,1,nenhum,nenhum,1,Bom
748,Negativo,12,créditos existentes pagos devidamente até agora,1274,3,nenhum,nenhum,1,Ruim
749,Inexistente,21,créditos existentes pagos devidamente até agora,5248,1,nenhum,nenhum,1,Bom
750,Inexistente,15,créditos existentes pagos devidamente até agora,3029,2,nenhum,nenhum,1,Bom
751,Negativo,6,créditos existentes pagos devidamente até agora,428,2,nenhum,banco,1,Bom
752,Negativo,18,créditos existentes pagos devidamente até agora,976,1,nenhum,nenhum,1,Ruim
753,Regular,12,créditos existentes pagos devidamente até agora,841,2,nenhum,nenhum,1,Bom
754,Inexistente,30,conta crítica/outros créditos existentes (não neste banco),5771,4,nenhum,nenhum,2,Bom
755,Inexistente,12,atraso no pagamento no passado,1555,4,nenhum,nenhum,2,Ruim
756,Negativo,24,créditos existentes pagos devidamente até agora,1285,4,nenhum,nenhum,1,Ruim
757,Alto,6,conta crítica/outros créditos existentes (não neste banco),1299,1,nenhum,nenhum,3,Bom
758,Alto,15,conta crítica/outros créditos existentes (não neste banco),1271,3,nenhum,nenhum,2,Ruim
759,Inexistente,24,créditos existentes pagos devidamente até agora,1393,2,fiador,nenhum,1,Bom
760,Negativo,12,conta crítica/outros créditos existentes (não neste banco),691,4,nenhum,nenhum,2,Ruim
761,Inexistente,15,conta crítica/outros créditos existentes (não neste banco),5045,1,nenhum,nenhum,1,Bom
762,Negativo,18,conta crítica/outros créditos existentes (não neste banco),2124,4,nenhum,nenhum,2,Ruim
763,Negativo,12,créditos existentes pagos devidamente até agora,2214,4,nenhum,nenhum,1,Bom
764,Inexistente,21,conta crítica/outros créditos existentes (não neste banco),12680,4,nenhum,nenhum,1,Ruim
765,Inexistente,24,conta crítica/outros créditos existentes (não neste banco),2463,4,nenhum,nenhum,2,Bom
766,Regular,12,créditos existentes pagos devidamente até agora,1155,3,fiador,banco,2,Bom
767,Negativo,30,créditos existentes pagos devidamente até agora,3108,2,nenhum,nenhum,1,Ruim
768,Inexistente,10,créditos existentes pagos devidamente até agora,2901,1,nenhum,nenhum,1,Bom
769,Regular,12,conta crítica/outros créditos existentes (não neste banco),3617,1,nenhum,nenhum,3,Bom
770,Inexistente,12,conta crítica/outros créditos existentes (não neste banco),1655,2,nenhum,nenhum,2,Bom
771,Negativo,24,créditos existentes pagos devidamente até agora,2812,2,nenhum,nenhum,1,Bom
772,Negativo,36,conta crítica/outros créditos existentes (não neste banco),8065,3,nenhum,nenhum,2,Ruim
773,Inexistente,21,conta crítica/outros créditos existentes (não neste banco),3275,1,nenhum,nenhum,1,Bom
774,Inexistente,24,conta crítica/outros créditos existentes (não neste banco),2223,4,nenhum,banco,2,Bom
775,Alto,12,conta crítica/outros créditos existentes (não neste banco),1480,2,nenhum,banco,3,Bom
776,Negativo,24,créditos existentes pagos devidamente até agora,1371,4,nenhum,nenhum,1,Ruim
777,Inexistente,36,conta crítica/outros créditos existentes (não neste banco),3535,4,nenhum,nenhum,2,Bom
778,Negativo,18,créditos existentes pagos devidamente até agora,3509,4,fiador,nenhum,1,Bom
779,Inexistente,36,conta crítica/outros créditos existentes (não neste banco),5711,4,nenhum,nenhum,2,Bom
780,Regular,18,créditos existentes pagos devidamente até agora,3872,2,nenhum,nenhum,1,Bom
781,Regular,39,conta crítica/outros créditos existentes (não neste banco),4933,2,fiador,nenhum,2,Ruim
782,Inexistente,24,conta crítica/outros créditos existentes (não neste banco),1940,4,nenhum,nenhum,1,Bom
783,Regular,12,nenhum crédito obtido/todos os créditos pagos devidamente,1410,2,nenhum,nenhum,1,Bom
784,Regular,12,créditos existentes pagos devidamente até agora,836,4,nenhum,banco,1,Ruim
785,Regular,20,créditos existentes pagos devidamente até agora,6468,1,nenhum,nenhum,1,Bom
786,Regular,18,créditos existentes pagos devidamente até agora,1941,4,nenhum,nenhum,1,Bom
787,Inexistente,22,créditos existentes pagos devidamente até agora,2675,3,nenhum,nenhum,1,Bom
788,Inexistente,48,conta crítica/outros créditos existentes (não neste banco),2751,4,nenhum,nenhum,2,Bom
789,Regular,48,atraso no pagamento no passado,6224,4,nenhum,nenhum,1,Ruim
790,Negativo,40,conta crítica/outros créditos existentes (não neste banco),5998,4,nenhum,banco,1,Ruim
791,Regular,21,créditos existentes pagos devidamente até agora,1188,2,nenhum,nenhum,1,Ruim
792,Inexistente,24,créditos existentes pagos devidamente até agora,6313,3,nenhum,nenhum,1,Bom
793,Inexistente,6,conta crítica/outros créditos existentes (não neste banco),1221,1,nenhum,nenhum,2,Bom
794,Alto,24,créditos existentes pagos devidamente até agora,2892,3,nenhum,nenhum,1,Bom
795,Inexistente,24,créditos existentes pagos devidamente até agora,3062,4,nenhum,nenhum,1,Bom
796,Inexistente,9,créditos existentes pagos devidamente até agora,2301,2,nenhum,nenhum,1,Bom
797,Negativo,18,créditos existentes pagos devidamente até agora,7511,1,nenhum,nenhum,1,Ruim
798,Inexistente,12,conta crítica/outros créditos existentes (não neste banco),1258,2,nenhum,nenhum,2,Bom
799,Inexistente,24,atraso no pagamento no passado,717,4,nenhum,nenhum,2,Bom
800,Regular,9,créditos existentes pagos devidamente até agora,1549,4,nenhum,nenhum,1,Bom
801,Inexistente,24,conta crítica/outros créditos existentes (não neste banco),1597,4,nenhum,nenhum,2,Bom
802,Regular,18,conta crítica/outros créditos existentes (não neste banco),1795,3,fiador,banco,2,Bom
803,Negativo,20,conta crítica/outros créditos existentes (não neste banco),4272,1,nenhum,nenhum,2,Bom
804,Inexistente,12,conta crítica/outros créditos existentes (não neste banco),976,4,nenhum,nenhum,2,Bom
805,Regular,12,créditos existentes pagos devidamente até agora,7472,1,nenhum,nenhum,1,Bom
806,Negativo,36,créditos existentes pagos devidamente até agora,9271,2,nenhum,nenhum,1,Ruim
807,Regular,6,créditos existentes pagos devidamente até agora,590,3,nenhum,nenhum,1,Bom
808,Inexistente,12,conta crítica/outros créditos existentes (não neste banco),930,4,nenhum,nenhum,4,Bom
809,Regular,42,todos os créditos deste banco foram devidamente pagos,9283,1,nenhum,banco,1,Bom
810,Regular,15,nenhum crédito obtido/todos os créditos pagos devidamente,1778,2,nenhum,nenhum,2,Ruim
811,Regular,8,créditos existentes pagos devidamente até agora,907,3,nenhum,nenhum,1,Bom
812,Regular,6,créditos existentes pagos devidamente até agora,484,3,fiador,banco,1,Bom
813,Negativo,36,conta crítica/outros créditos existentes (não neste banco),9629,4,nenhum,nenhum,2,Ruim
814,Negativo,48,créditos existentes pagos devidamente até agora,3051,3,nenhum,nenhum,1,Ruim
815,Negativo,48,créditos existentes pagos devidamente até agora,3931,4,nenhum,nenhum,1,Ruim
816,Regular,36,atraso no pagamento no passado,7432,2,nenhum,nenhum,1,Bom
817,Inexistente,6,créditos existentes pagos devidamente até agora,1338,1,nenhum,nenhum,1,Bom
818,Inexistente,6,conta crítica/outros créditos existentes (não neste banco),1554,1,nenhum,nenhum,2,Bom
819,Negativo,36,créditos existentes pagos devidamente até agora,15857,2,co-requerente,nenhum,1,Bom
820,Negativo,18,créditos existentes pagos devidamente até agora,1345,4,nenhum,banco,1,Ruim
821,Inexistente,12,créditos existentes pagos devidamente até agora,1101,3,nenhum,nenhum,2,Bom
822,Alto,12,créditos existentes pagos devidamente até agora,3016,3,nenhum,nenhum,1,Bom
823,Negativo,36,créditos existentes pagos devidamente até agora,2712,2,nenhum,banco,1,Ruim
824,Negativo,8,conta crítica/outros créditos existentes (não neste banco),731,4,nenhum,nenhum,2,Bom
825,Inexistente,18,conta crítica/outros créditos existentes (não neste banco),3780,3,nenhum,nenhum,2,Bom
826,Negativo,21,conta crítica/outros créditos existentes (não neste banco),1602,4,nenhum,nenhum,2,Bom
827,Negativo,18,conta crítica/outros créditos existentes (não neste banco),3966,1,nenhum,banco,3,Ruim
828,Inexistente,18,nenhum crédito obtido/todos os créditos pagos devidamente,4165,2,nenhum,lojas,2,Ruim
829,Negativo,36,créditos existentes pagos devidamente até agora,8335,3,nenhum,nenhum,1,Ruim
830,Regular,48,atraso no pagamento no passado,6681,4,nenhum,nenhum,1,Bom
831,Inexistente,24,atraso no pagamento no passado,2375,4,nenhum,nenhum,2,Bom
832,Negativo,18,créditos existentes pagos devidamente até agora,1216,4,nenhum,nenhum,1,Ruim
833,Negativo,45,nenhum crédito obtido/todos os créditos pagos devidamente,11816,2,nenhum,nenhum,2,Ruim
834,Regular,24,créditos existentes pagos devidamente até agora,5084,2,nenhum,nenhum,1,Bom
835,Alto,15,créditos existentes pagos devidamente até agora,2327,2,nenhum,nenhum,1,Ruim
836,Negativo,12,nenhum crédito obtido/todos os créditos pagos devidamente,1082,4,nenhum,banco,2,Ruim
837,Inexistente,12,créditos existentes pagos devidamente até agora,886,4,nenhum,nenhum,1,Bom
838,Inexistente,4,créditos existentes pagos devidamente até agora,601,1,nenhum,nenhum,1,Bom
839,Negativo,24,conta crítica/outros créditos existentes (não neste banco),2957,4,nenhum,nenhum,2,Bom
840,Inexistente,24,conta crítica/outros créditos existentes (não neste banco),2611,4,co-requerente,nenhum,2,Bom
841,Negativo,36,créditos existentes pagos devidamente até agora,5179,4,nenhum,nenhum,1,Ruim
842,Inexistente,21,atraso no pagamento no passado,2993,3,nenhum,lojas,2,Bom
843,Inexistente,18,créditos existentes pagos devidamente até agora,1943,4,nenhum,nenhum,1,Ruim
844,Inexistente,24,todos os créditos deste banco foram devidamente pagos,1559,4,nenhum,banco,1,Bom
845,Inexistente,18,créditos existentes pagos devidamente até agora,3422,4,nenhum,banco,3,Bom
846,Regular,21,créditos existentes pagos devidamente até agora,3976,2,nenhum,nenhum,1,Bom
847,Inexistente,18,créditos existentes pagos devidamente até agora,6761,2,nenhum,nenhum,2,Ruim
848,Inexistente,24,créditos existentes pagos devidamente até agora,1249,4,nenhum,nenhum,1,Bom
849,Negativo,9,créditos existentes pagos devidamente até agora,1364,3,nenhum,nenhum,1,Bom
850,Negativo,12,créditos existentes pagos devidamente até agora,709,4,nenhum,lojas,1,Ruim
851,Negativo,20,conta crítica/outros créditos existentes (não neste banco),2235,4,fiador,banco,2,Ruim
852,Inexistente,24,conta crítica/outros créditos existentes (não neste banco),4042,3,nenhum,nenhum,2,Bom
853,Inexistente,15,conta crítica/outros créditos existentes (não neste banco),1471,4,nenhum,nenhum,2,Bom
854,Negativo,18,todos os créditos deste banco foram devidamente pagos,1442,4,nenhum,nenhum,2,Ruim
855,Inexistente,36,atraso no pagamento no passado,10875,2,nenhum,nenhum,2,Bom
856,Inexistente,24,créditos existentes pagos devidamente até agora,1474,4,nenhum,nenhum,1,Bom
857,Inexistente,10,créditos existentes pagos devidamente até agora,894,4,nenhum,nenhum,1,Bom
858,Inexistente,15,conta crítica/outros créditos existentes (não neste banco),3343,4,nenhum,nenhum,1,Bom
859,Negativo,15,créditos existentes pagos devidamente até agora,3959,3,nenhum,nenhum,1,Ruim
860,Inexistente,9,créditos existentes pagos devidamente até agora,3577,1,fiador,nenhum,1,Bom
861,Inexistente,24,conta crítica/outros créditos existentes (não neste banco),5804,4,nenhum,nenhum,2,Bom
862,Inexistente,18,atraso no pagamento no passado,2169,4,nenhum,nenhum,1,Ruim
863,Negativo,24,créditos existentes pagos devidamente até agora,2439,4,nenhum,nenhum,1,Ruim
864,Inexistente,27,conta crítica/outros créditos existentes (não neste banco),4526,4,nenhum,lojas,2,Bom
865,Inexistente,10,créditos existentes pagos devidamente até agora,2210,2,nenhum,banco,1,Ruim
866,Inexistente,15,créditos existentes pagos devidamente até agora,2221,2,nenhum,nenhum,1,Bom
867,Negativo,18,créditos existentes pagos devidamente até agora,2389,4,nenhum,lojas,1,Bom
