status_conta,duracao_mes,hist_credito,proposito,qtdd_credito,reserva,temp_man_empr_atual,percen_tx_rendim_disp,genero,estado_civil,dev_fiadores,tempo_res_atual,patrimonio,idade_anos,outros_par,habitacao,n_creditos,status_ocupacional,n_corresponsaveis,telefone,estrangeiro,classe,ID
Inexistente,39,Em aberto mas em dia,carro (usado),2569,500 - 1000,1 - 4,4,Homem, solteiro,nenhum,4,Carro/outro,24,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,477
Alto,24,Em aberto mas em dia,rádio/televisão,5152,< 100,4 - 7,4,Homem, solteiro,nenhum,2,Carro/outro,25,banco,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,478
Regular,12,Em aberto mas em dia,negócios,1037,100 - 500,4 - 7,3,Homem, solteiro,nenhum,4,Imóvel,39,nenhum,própria,1,"Desempregado/
não qualificado",1,Nenhum,Sim,Bom,479
Negativo,15,conta crítica/outros créditos existentes (não neste banco),móveis/equipamentos,1478,< 100,> 7,4,Homem, solteiro,nenhum,4,Carro/outro,44,nenhum,própria,2,"Empregado
qualificado",2,"Sim, registrado em nome do cliente",Sim,Bom,480
Regular,12,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,3573,< 100,1 - 4,1,Mulher,uniao registrada,nenhum,1,Imóvel,23,nenhum,própria,1,"Desempregado/
não qualificado",1,Nenhum,Sim,Bom,481
Regular,24,Em aberto mas em dia,carro (novo),1201,< 100,...<1ano,4,Homem, solteiro,nenhum,1,"Poupança/
Seguro de vida",26,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,482
Negativo,30,Em aberto mas em dia,móveis/equipamentos,3622,> 1000,> 7,4,Mulher,uniao registrada,nenhum,4,"Poupança/
Seguro de vida",57,nenhum,alugada,2,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,483
Inexistente,15,Pago mas já esteve em atraso,móveis/equipamentos,960,> 1000,4 - 7,3,Mulher,uniao registrada,nenhum,2,"Poupança/
Seguro de vida",30,nenhum,própria,2,"Empregado
qualificado",1,Nenhum,Sim,Bom,484
Inexistente,12,conta crítica/outros créditos existentes (não neste banco),carro (novo),1163,500 - 1000,1 - 4,4,Homem, solteiro,nenhum,4,Imóvel,44,nenhum,própria,1,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,485
Regular,6,Pago mas já esteve em atraso,carro (novo),1209,< 100,desempregado,4,Homem, solteiro,nenhum,4,"Poupança/
Seguro de vida",47,nenhum,própria,1,"Empregado em 
 cargo superior
 qualificado",1,"Sim, registrado em nome do cliente",Sim,Ruim,486
Inexistente,12,Em aberto mas em dia,rádio/televisão,3077,< 100,1 - 4,2,Homem, solteiro,nenhum,4,Carro/outro,52,nenhum,própria,1,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,487
Inexistente,24,Em aberto mas em dia,carro (novo),3757,< 100,> 7,4,Mulher,uniao registrada,co-requerente,4,"Sem posses/
desconhecido",62,nenhum,de graça,1,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,488
Inexistente,10,Em aberto mas em dia,carro (novo),1418,100 - 500,1 - 4,3,Homem, solteiro,nenhum,2,Imóvel,35,nenhum,alugada,1,"Desempregado/
não qualificado",1,Nenhum,Não,Bom,489
Inexistente,6,Em aberto mas em dia,carro (novo),3518,< 100,1 - 4,2,Homem, solteiro,fiador,3,"Poupança/
Seguro de vida",26,nenhum,alugada,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,490
Inexistente,12,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,1934,< 100,> 7,2,Homem, solteiro,nenhum,2,"Sem posses/
desconhecido",26,nenhum,própria,2,"Empregado
qualificado",1,Nenhum,Sim,Bom,491
Regular,27,Quitados,negócios,8318,< 100,> 7,2,Mulher,uniao registrada,nenhum,4,"Sem posses/
desconhecido",42,nenhum,de graça,2,"Empregado em 
 cargo superior
 qualificado",1,"Sim, registrado em nome do cliente",Sim,Ruim,492
Inexistente,6,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,1237,100 - 500,1 - 4,1,Mulher,uniao registrada,nenhum,1,"Poupança/
Seguro de vida",27,nenhum,própria,2,"Empregado
qualificado",1,Nenhum,Sim,Bom,493
Regular,6,Em aberto mas em dia,rádio/televisão,368,Desconhecido/Inexistente,> 7,4,Homem, solteiro,nenhum,4,"Poupança/
Seguro de vida",38,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,494
Negativo,12,conta crítica/outros créditos existentes (não neste banco),carro (novo),2122,< 100,1 - 4,3,Homem, solteiro,nenhum,2,Imóvel,39,nenhum,alugada,2,"Desempregado/
não qualificado",2,Nenhum,Não,Bom,495
Negativo,24,Em aberto mas em dia,móveis/equipamentos,2996,Desconhecido/Inexistente,1 - 4,2,Homem,uniao registrada,nenhum,4,Carro/outro,20,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Ruim,496
Regular,36,Em aberto mas em dia,móveis/equipamentos,9034,100 - 500,...<1ano,4,Homem, solteiro,co-requerente,1,"Sem posses/
desconhecido",29,nenhum,alugada,1,"Empregado em 
 cargo superior
 qualificado",1,"Sim, registrado em nome do cliente",Sim,Ruim,497
Inexistente,24,conta crítica/outros créditos existentes (não neste banco),móveis/equipamentos,1585,< 100,4 - 7,4,Homem, solteiro,nenhum,3,"Poupança/
Seguro de vida",40,nenhum,própria,2,"Empregado
qualificado",1,Nenhum,Sim,Bom,498
Regular,18,Em aberto mas em dia,rádio/televisão,1301,< 100,> 7,4,Homem,uniao registrada,fiador,2,Imóvel,32,nenhum,própria,1,"Desempregado/
não qualificado",1,Nenhum,Sim,Bom,499
Alto,6,conta crítica/outros créditos existentes (não neste banco),carro (novo),1323,100 - 500,> 7,2,Homem,uniao registrada,nenhum,4,Carro/outro,28,nenhum,própria,2,"Empregado
qualificado",2,"Sim, registrado em nome do cliente",Sim,Bom,500
Negativo,24,Em aberto mas em dia,carro (novo),3123,< 100,...<1ano,4,Mulher,uniao registrada,nenhum,1,"Poupança/
Seguro de vida",27,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Ruim,501
Negativo,36,Em aberto mas em dia,carro (usado),5493,< 100,> 7,2,Homem, solteiro,nenhum,4,"Sem posses/
desconhecido",42,nenhum,de graça,1,"Empregado
qualificado",2,Nenhum,Sim,Bom,502
Alto,9,Em aberto mas em dia,rádio/televisão,1126,100 - 500,> 7,2,Homem,uniao registrada,nenhum,4,Imóvel,49,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,503
Regular,24,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,1216,100 - 500,...<1ano,4,Homem, solteiro,nenhum,4,"Sem posses/
desconhecido",38,banco,própria,2,"Empregado
qualificado",2,Nenhum,Sim,Ruim,504
Negativo,24,Em aberto mas em dia,carro (novo),1207,< 100,...<1ano,4,Mulher,uniao registrada,nenhum,4,"Poupança/
Seguro de vida",24,nenhum,alugada,1,"Empregado
qualificado",1,Nenhum,Sim,Ruim,505
Inexistente,10,Em aberto mas em dia,carro (novo),1309,Desconhecido/Inexistente,1 - 4,4,Homem, solteiro,fiador,4,"Poupança/
Seguro de vida",27,nenhum,própria,1,"Desempregado/
não qualificado",1,Nenhum,Sim,Ruim,506
Alto,15,conta crítica/outros créditos existentes (não neste banco),carro (usado),2360,500 - 1000,1 - 4,2,Homem, solteiro,nenhum,2,Carro/outro,36,nenhum,própria,1,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,507
Regular,15,Quitados,carro (novo),6850,100 - 500,desempregado,1,Homem, solteiro,nenhum,2,"Poupança/
Seguro de vida",34,nenhum,própria,1,"Empregado em 
 cargo superior
 qualificado",2,"Sim, registrado em nome do cliente",Sim,Ruim,508
Inexistente,24,Em aberto mas em dia,rádio/televisão,1413,< 100,1 - 4,4,Homem,uniao registrada,nenhum,2,"Poupança/
Seguro de vida",28,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,509
Inexistente,39,Em aberto mas em dia,carro (usado),8588,100 - 500,> 7,4,Homem, solteiro,nenhum,2,Carro/outro,45,nenhum,própria,1,"Empregado em 
 cargo superior
 qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,510
Negativo,12,Em aberto mas em dia,carro (novo),759,< 100,4 - 7,4,Homem, solteiro,nenhum,2,Imóvel,26,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Ruim,511
Inexistente,36,Em aberto mas em dia,carro (usado),4686,< 100,1 - 4,2,Homem, solteiro,nenhum,2,"Sem posses/
desconhecido",32,nenhum,de graça,1,"Empregado em 
 cargo superior
 qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,512
Alto,15,Em aberto mas em dia,negócios,2687,< 100,4 - 7,2,Homem, solteiro,nenhum,4,"Poupança/
Seguro de vida",26,nenhum,alugada,1,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,513
Regular,12,Pago mas já esteve em atraso,rádio/televisão,585,< 100,1 - 4,4,Homem,uniao registrada,co-requerente,4,Imóvel,20,nenhum,alugada,2,"Empregado
qualificado",1,Nenhum,Sim,Bom,514
Inexistente,24,Em aberto mas em dia,carro (novo),2255,Desconhecido/Inexistente,...<1ano,4,Homem, solteiro,nenhum,1,"Poupança/
Seguro de vida",54,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,515
Negativo,6,conta crítica/outros créditos existentes (não neste banco),carro (novo),609,< 100,4 - 7,4,Mulher,uniao registrada,nenhum,3,"Poupança/
Seguro de vida",37,nenhum,própria,2,"Empregado
qualificado",1,Nenhum,Não,Bom,516
Negativo,6,conta crítica/outros créditos existentes (não neste banco),carro (novo),1361,< 100,...<1ano,2,Homem, solteiro,nenhum,4,Imóvel,40,nenhum,própria,1,"Desempregado/
não qualificado",2,Nenhum,Não,Bom,517
Inexistente,36,conta crítica/outros créditos existentes (não neste banco),móveis/equipamentos,7127,< 100,...<1ano,2,Mulher,uniao registrada,nenhum,4,"Poupança/
Seguro de vida",23,nenhum,alugada,2,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Ruim,518
Negativo,6,Em aberto mas em dia,carro (novo),1203,100 - 500,> 7,3,Homem, solteiro,nenhum,2,"Poupança/
Seguro de vida",43,nenhum,própria,1,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,519
Inexistente,6,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,700,Desconhecido/Inexistente,> 7,4,Homem, solteiro,nenhum,4,"Sem posses/
desconhecido",36,nenhum,de graça,2,"Empregado
qualificado",1,Nenhum,Sim,Bom,520
Inexistente,24,conta crítica/outros créditos existentes (não neste banco),reparos,5507,< 100,> 7,3,Homem, solteiro,nenhum,4,"Sem posses/
desconhecido",44,nenhum,de graça,2,"Empregado
qualificado",1,Nenhum,Sim,Bom,521
Negativo,18,Em aberto mas em dia,rádio/televisão,3190,< 100,1 - 4,2,Mulher,uniao registrada,nenhum,2,Imóvel,24,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Ruim,522
Negativo,48,Quitados,móveis/equipamentos,7119,< 100,1 - 4,3,Homem, solteiro,nenhum,4,"Sem posses/
desconhecido",53,nenhum,de graça,2,"Empregado
qualificado",2,Nenhum,Sim,Ruim,523
Inexistente,24,Em aberto mas em dia,carro (usado),3488,100 - 500,4 - 7,3,Mulher,uniao registrada,nenhum,4,Carro/outro,23,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,524
Regular,18,Em aberto mas em dia,rádio/televisão,1113,< 100,1 - 4,4,Mulher,uniao registrada,fiador,4,Imóvel,26,nenhum,própria,1,"Desempregado/
não qualificado",2,Nenhum,Sim,Bom,525
Regular,26,Em aberto mas em dia,carro (usado),7966,< 100,...<1ano,2,Homem, solteiro,nenhum,3,Carro/outro,30,nenhum,própria,2,"Empregado
qualificado",1,Nenhum,Sim,Bom,526
Inexistente,15,conta crítica/outros créditos existentes (não neste banco),educação,1532,100 - 500,1 - 4,4,Mulher,uniao registrada,nenhum,3,Carro/outro,31,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,527
Inexistente,4,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,1503,< 100,4 - 7,2,Homem, solteiro,nenhum,1,Imóvel,42,nenhum,própria,2,"Desempregado/
não qualificado",2,Nenhum,Sim,Bom,528
Negativo,36,Em aberto mas em dia,rádio/televisão,2302,< 100,1 - 4,4,Homem,uniao registrada,nenhum,4,Carro/outro,31,nenhum,alugada,1,"Empregado
qualificado",1,Nenhum,Sim,Ruim,529
Negativo,6,Em aberto mas em dia,carro (novo),662,< 100,...<1ano,3,Homem, solteiro,nenhum,4,Imóvel,41,nenhum,própria,1,"Desempregado/
não qualificado",2,"Sim, registrado em nome do cliente",Sim,Bom,530
Regular,36,Em aberto mas em dia,educação,2273,< 100,4 - 7,3,Homem, solteiro,nenhum,1,Carro/outro,32,nenhum,própria,2,"Empregado
qualificado",2,Nenhum,Sim,Bom,531
Regular,15,Em aberto mas em dia,carro (novo),2631,100 - 500,1 - 4,2,Mulher,uniao registrada,nenhum,4,Carro/outro,28,nenhum,alugada,2,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Ruim,532
Inexistente,12,Pago mas já esteve em atraso,carro (usado),1503,< 100,1 - 4,4,Homem,uniao registrada,nenhum,4,Imóvel,41,nenhum,alugada,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,533
Inexistente,24,Em aberto mas em dia,rádio/televisão,1311,100 - 500,4 - 7,4,Homem,uniao registrada,nenhum,3,"Poupança/
Seguro de vida",26,nenhum,própria,1,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,534
Inexistente,24,Em aberto mas em dia,rádio/televisão,3105,Desconhecido/Inexistente,...<1ano,4,Homem, solteiro,nenhum,2,Carro/outro,25,nenhum,própria,2,"Empregado
qualificado",1,Nenhum,Sim,Bom,535
Alto,21,conta crítica/outros créditos existentes (não neste banco),educação,2319,< 100,...<1ano,2,Homem,uniao registrada,nenhum,1,Carro/outro,33,nenhum,alugada,1,"Empregado
qualificado",1,Nenhum,Sim,Ruim,536
Negativo,6,Em aberto mas em dia,carro (novo),1374,Desconhecido/Inexistente,desempregado,4,Mulher,uniao registrada,nenhum,3,"Poupança/
Seguro de vida",75,nenhum,própria,1,"Empregado em 
 cargo superior
 qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,537
Regular,18,conta crítica/outros créditos existentes (não neste banco),móveis/equipamentos,3612,< 100,> 7,3,Mulher,uniao registrada,nenhum,4,"Poupança/
Seguro de vida",37,nenhum,própria,1,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,538
Negativo,48,Em aberto mas em dia,carro (novo),7763,< 100,> 7,4,Homem, solteiro,nenhum,4,"Sem posses/
desconhecido",42,banco,de graça,1,"Empregado em 
 cargo superior
 qualificado",1,Nenhum,Sim,Ruim,539
Alto,18,Em aberto mas em dia,móveis/equipamentos,3049,< 100,...<1ano,1,Mulher,uniao registrada,nenhum,1,"Poupança/
Seguro de vida",45,lojas,própria,1,"Desempregado/
não qualificado",1,Nenhum,Sim,Bom,540
Regular,12,Em aberto mas em dia,rádio/televisão,1534,< 100,...<1ano,1,Homem,uniao registrada,nenhum,1,Imóvel,23,nenhum,alugada,1,"Empregado
qualificado",1,Nenhum,Sim,Ruim,541
Inexistente,24,Pago mas já esteve em atraso,carro (novo),2032,< 100,> 7,4,Homem, solteiro,nenhum,4,"Sem posses/
desconhecido",60,nenhum,de graça,2,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,542
Negativo,30,Em aberto mas em dia,móveis/equipamentos,6350,Desconhecido/Inexistente,> 7,4,Homem, solteiro,nenhum,4,"Poupança/
Seguro de vida",31,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Ruim,543
Alto,18,Em aberto mas em dia,móveis/equipamentos,2864,< 100,1 - 4,2,Homem, solteiro,nenhum,1,Imóvel,34,nenhum,própria,1,"Desempregado/
não qualificado",2,Nenhum,Sim,Ruim,544
Inexistente,12,conta crítica/outros créditos existentes (não neste banco),carro (novo),1255,< 100,> 7,4,Homem, solteiro,nenhum,4,Imóvel,61,nenhum,própria,2,"Desempregado/
não qualificado",1,Nenhum,Sim,Bom,545
Negativo,24,Pago mas já esteve em atraso,carro (novo),1333,< 100,desempregado,4,Homem, solteiro,nenhum,2,Imóvel,43,nenhum,de graça,2,"Empregado
qualificado",2,Nenhum,Sim,Ruim,546
Inexistente,24,conta crítica/outros créditos existentes (não neste banco),carro (novo),2022,< 100,1 - 4,4,Mulher,uniao registrada,nenhum,4,Carro/outro,37,nenhum,própria,1,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,547
Inexistente,24,Em aberto mas em dia,rádio/televisão,1552,< 100,4 - 7,3,Homem, solteiro,nenhum,1,Carro/outro,32,banco,própria,1,"Empregado
qualificado",2,Nenhum,Sim,Bom,548
Negativo,12,Quitados,rádio/televisão,626,< 100,1 - 4,4,Mulher,uniao registrada,nenhum,4,Imóvel,24,banco,própria,1,"Desempregado/
não qualificado",1,Nenhum,Sim,Ruim,549
Inexistente,48,conta crítica/outros créditos existentes (não neste banco),carro (usado),8858,Desconhecido/Inexistente,4 - 7,2,Homem, solteiro,nenhum,1,"Sem posses/
desconhecido",35,nenhum,de graça,2,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,550
Inexistente,12,conta crítica/outros créditos existentes (não neste banco),reparos,996,Desconhecido/Inexistente,4 - 7,4,Mulher,uniao registrada,nenhum,4,Imóvel,23,nenhum,própria,2,"Empregado
qualificado",1,Nenhum,Sim,Bom,551
Inexistente,6,Quitados,rádio/televisão,1750,500 - 1000,> 7,2,Homem, solteiro,nenhum,4,"Poupança/
Seguro de vida",45,banco,própria,1,"Desempregado/
não qualificado",2,Nenhum,Sim,Bom,552
Negativo,48,Em aberto mas em dia,rádio/televisão,6999,< 100,4 - 7,1,Homem,uniao registrada,fiador,1,Imóvel,34,nenhum,própria,2,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Ruim,553
Regular,12,conta crítica/outros créditos existentes (não neste banco),carro (novo),1995,100 - 500,...<1ano,4,Homem, solteiro,nenhum,1,Carro/outro,27,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,554
Regular,9,Em aberto mas em dia,educação,1199,< 100,4 - 7,4,Mulher,uniao registrada,nenhum,4,"Poupança/
Seguro de vida",67,nenhum,própria,2,"Empregado em 
 cargo superior
 qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,555
Regular,12,Em aberto mas em dia,rádio/televisão,1331,< 100,...<1ano,2,Homem, solteiro,nenhum,1,Carro/outro,22,lojas,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Ruim,556
Regular,18,Quitados,carro (novo),2278,100 - 500,...<1ano,3,Mulher,uniao registrada,nenhum,3,Carro/outro,28,nenhum,própria,2,"Empregado
qualificado",1,Nenhum,Sim,Ruim,557
Inexistente,21,Quitados,carro (novo),5003,Desconhecido/Inexistente,1 - 4,1,Mulher,uniao registrada,nenhum,4,"Poupança/
Seguro de vida",29,banco,própria,2,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Ruim,558
Negativo,24,Quitados,móveis/equipamentos,3552,< 100,4 - 7,3,Homem, solteiro,nenhum,4,Carro/outro,27,banco,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Ruim,559
Regular,18,conta crítica/outros créditos existentes (não neste banco),móveis/equipamentos,1928,< 100,...<1ano,2,Homem, solteiro,nenhum,2,Imóvel,31,nenhum,própria,2,"Desempregado/
não qualificado",1,Nenhum,Sim,Ruim,560
Negativo,24,Em aberto mas em dia,carro (usado),2964,Desconhecido/Inexistente,> 7,4,Homem, solteiro,nenhum,4,"Sem posses/
desconhecido",49,banco,de graça,1,"Empregado
qualificado",2,"Sim, registrado em nome do cliente",Sim,Bom,561
Negativo,24,Quitados,rádio/televisão,1546,< 100,4 - 7,4,Homem, solteiro,fiador,4,Carro/outro,24,banco,alugada,1,"Desempregado/
não qualificado",1,Nenhum,Sim,Ruim,562
Alto,6,Pago mas já esteve em atraso,rádio/televisão,683,< 100,...<1ano,2,Mulher,uniao registrada,nenhum,1,"Poupança/
Seguro de vida",29,banco,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,563
Regular,36,Em aberto mas em dia,carro (novo),12389,Desconhecido/Inexistente,1 - 4,1,Homem, solteiro,nenhum,4,"Sem posses/
desconhecido",37,nenhum,de graça,1,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Ruim,564
Regular,24,Pago mas já esteve em atraso,negócios,4712,Desconhecido/Inexistente,1 - 4,4,Homem, solteiro,nenhum,2,"Poupança/
Seguro de vida",37,banco,própria,2,"Empregado em 
 cargo superior
 qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,565
Regular,24,Pago mas já esteve em atraso,rádio/televisão,1553,100 - 500,4 - 7,3,Mulher,uniao registrada,nenhum,2,"Poupança/
Seguro de vida",23,nenhum,alugada,2,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,566
Negativo,12,Em aberto mas em dia,carro (novo),1372,< 100,4 - 7,2,Homem,uniao registrada,nenhum,3,Carro/outro,36,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Ruim,567
Inexistente,24,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,2578,> 1000,> 7,2,Homem, solteiro,nenhum,2,Carro/outro,34,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,568
Regular,48,Em aberto mas em dia,rádio/televisão,3979,Desconhecido/Inexistente,4 - 7,4,Homem, solteiro,nenhum,1,Carro/outro,41,nenhum,própria,2,"Empregado
qualificado",2,"Sim, registrado em nome do cliente",Sim,Bom,569
Negativo,48,Em aberto mas em dia,rádio/televisão,6758,< 100,1 - 4,3,Mulher,uniao registrada,nenhum,2,Carro/outro,31,nenhum,própria,1,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Ruim,570
Negativo,24,Em aberto mas em dia,móveis/equipamentos,3234,< 100,...<1ano,4,Mulher,uniao registrada,nenhum,4,Imóvel,23,nenhum,alugada,1,"Desempregado/
não qualificado",1,"Sim, registrado em nome do cliente",Sim,Ruim,571
Inexistente,30,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,5954,< 100,4 - 7,3,Homem, solteiro,co-requerente,2,Carro/outro,38,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,572
Inexistente,24,Em aberto mas em dia,carro (usado),5433,Desconhecido/Inexistente,desempregado,2,Mulher,uniao registrada,nenhum,4,"Poupança/
Seguro de vida",26,nenhum,alugada,1,"Empregado em 
 cargo superior
 qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,573
Negativo,15,Em aberto mas em dia,negócios,806,< 100,1 - 4,4,Mulher,uniao registrada,nenhum,4,"Poupança/
Seguro de vida",22,nenhum,própria,1,"Desempregado/
não qualificado",1,Nenhum,Sim,Bom,574
Regular,9,Em aberto mas em dia,rádio/televisão,1082,< 100,> 7,4,Homem, solteiro,nenhum,4,Carro/outro,27,nenhum,própria,2,"Desempregado/
não qualificado",1,Nenhum,Sim,Bom,575
Inexistente,15,conta crítica/outros créditos existentes (não neste banco),móveis/equipamentos,2788,< 100,4 - 7,2,Mulher,uniao registrada,co-requerente,3,Carro/outro,24,banco,própria,2,"Empregado
qualificado",1,Nenhum,Sim,Bom,576
Regular,12,Em aberto mas em dia,rádio/televisão,2930,< 100,4 - 7,2,Mulher,uniao registrada,nenhum,1,Imóvel,27,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,577
Inexistente,24,conta crítica/outros créditos existentes (não neste banco),educação,1927,Desconhecido/Inexistente,1 - 4,3,Mulher,uniao registrada,nenhum,2,Carro/outro,33,nenhum,própria,2,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,578
Regular,36,conta crítica/outros créditos existentes (não neste banco),carro (novo),2820,< 100,...<1ano,4,Homem,uniao registrada,nenhum,4,Carro/outro,27,nenhum,própria,2,"Empregado
qualificado",1,Nenhum,Sim,Ruim,579
Inexistente,24,Em aberto mas em dia,reciclagem,937,< 100,...<1ano,4,Homem,uniao registrada,nenhum,3,Carro/outro,27,nenhum,própria,2,"Desempregado/
não qualificado",1,Nenhum,Sim,Bom,580
Regular,18,conta crítica/outros créditos existentes (não neste banco),carro (novo),1056,< 100,> 7,3,Homem, solteiro,fiador,3,Imóvel,30,banco,própria,2,"Empregado
qualificado",1,Nenhum,Sim,Ruim,581
Regular,12,conta crítica/outros créditos existentes (não neste banco),carro (novo),3124,< 100,...<1ano,1,Homem, solteiro,nenhum,3,Imóvel,49,banco,própria,2,"Desempregado/
não qualificado",2,Nenhum,Sim,Bom,582
Inexistente,9,Em aberto mas em dia,móveis/equipamentos,1388,< 100,1 - 4,4,Mulher,uniao registrada,nenhum,2,Imóvel,26,nenhum,alugada,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,583
Regular,36,Em aberto mas em dia,reparos,2384,< 100,...<1ano,4,Homem, solteiro,nenhum,1,"Sem posses/
desconhecido",33,nenhum,alugada,1,"Desempregado/
não qualificado",1,Nenhum,Sim,Ruim,584
Inexistente,12,Em aberto mas em dia,carro (novo),2133,Desconhecido/Inexistente,> 7,4,Mulher,uniao registrada,nenhum,4,"Sem posses/
desconhecido",52,nenhum,de graça,1,"Empregado em 
 cargo superior
 qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,585
Negativo,18,Em aberto mas em dia,móveis/equipamentos,2039,< 100,1 - 4,1,Mulher,uniao registrada,nenhum,4,Imóvel,20,banco,alugada,1,"Empregado
qualificado",1,Nenhum,Sim,Ruim,586
Negativo,9,conta crítica/outros créditos existentes (não neste banco),carro (novo),2799,< 100,1 - 4,2,Homem, solteiro,nenhum,2,Imóvel,36,nenhum,alugada,2,"Empregado
qualificado",2,Nenhum,Sim,Bom,587
Negativo,12,Em aberto mas em dia,móveis/equipamentos,1289,< 100,1 - 4,4,Homem, solteiro,fiador,1,"Poupança/
Seguro de vida",21,nenhum,própria,1,"Desempregado/
não qualificado",1,Nenhum,Sim,Bom,588
Negativo,18,Em aberto mas em dia,eletrodomésticos,1217,< 100,1 - 4,4,Homem,uniao registrada,nenhum,3,Imóvel,47,nenhum,própria,1,"Desempregado/
não qualificado",1,"Sim, registrado em nome do cliente",Sim,Ruim,589
Negativo,12,conta crítica/outros créditos existentes (não neste banco),móveis/equipamentos,2246,< 100,> 7,3,Homem, solteiro,nenhum,3,"Poupança/
Seguro de vida",60,nenhum,própria,2,"Empregado
qualificado",1,Nenhum,Sim,Ruim,590
Negativo,12,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,385,< 100,4 - 7,4,Mulher,uniao registrada,nenhum,3,Imóvel,58,nenhum,própria,4,"Desempregado/
não qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,591
Regular,24,Pago mas já esteve em atraso,carro (novo),1965,Desconhecido/Inexistente,1 - 4,4,Mulher,uniao registrada,nenhum,4,Carro/outro,42,nenhum,alugada,2,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,592
Inexistente,21,Em aberto mas em dia,negócios,1572,> 1000,> 7,4,Mulher,uniao registrada,nenhum,4,Imóvel,36,banco,própria,1,"Desempregado/
não qualificado",1,Nenhum,Sim,Bom,593
